Region;Site;Unit;Batch;Species;Start Fish Density;End Fish Density;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Period Feed Qty;Suggested Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Transfer - (Kg);Transfer + (Kg);Biomass Produced;Biomass Produced Before Sampl.;Econ. FCR Period;Econ FCR Period Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Current Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Day Degrees;Start Av. Weight Category;End Av. Weight Category;Days;CLASS;LOTSTART;AGE;LTD Day Degrees;Period Mortality %
REGION-3;SITE-8;213_23-0-0;213_‘”_0514_58;‘”…–œ’—¡;3,23;4,28;HATCHERY-4;2,11 %;2014;June;30/9/2014;30/10/2014;122;163;164,49;-0,91;144,55;122;LINE-2 5,0 mm;LINE-2;SUPPLIER-1;4592;0;0;75000;9150;74420;12130,46;0;0;0;2980,46;1607,411;1,5407017709;2,8567678086;580;0;0;1,45;1,54;0,97;3247;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;21,52;0;0;0;0;2;10850,08;13,5409007066;1,2574434978;648;100-150;150-200;30;BAD;1/5/2014;182;3916,64;0,7733333333
REGION-3;SITE-8;213_23-0-0;213_‘”_0514_58;‘”…–œ’—¡;4,28;5,58;HATCHERY-4;2,11 %;2014;June;30/10/2014;15/12/2014;163;215;215,85;-0,39;215,67;163;LINE-2 5,0 mm;LINE-2;SUPPLIER-1;6475;0;0;74420;12130,46;73570;15817,55;0;0;0;3687,09;3736,3819;1,756127461;1,732959899;1050;0;0;1,01;1,01;0,6;6025;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;18,69;0;0;0;0;2;11900,08;14,8513007905;1,3750021081;818;150-200;200-250;46;BAD;1/5/2014;228;4261,32;1,4109110454
REGION-3;SITE-8;213_23-0-0;213_‘”_0514_58;‘”…–œ’—¡;5,58;6;HATCHERY-4;2,11 %;2014;June;15/12/2014;31/12/2014;215;232,29;232,52;-0,1;225,51;215;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;2400;0;0;73570;15817,55;73220;17008,2738;0;0;0;1190,7238;694,2922;2,0155807753;3,4567578319;350;0;0;0,91;0,93;0,48;2400;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;16,69;0;0;0;0;2;12250,08;15,2881008184;1,4132639864;263;200-250;200-250;16;BAD;1/5/2014;244;4072,36;0,475737393
REGION-3;SITE-8;213_23-0-0;213_‘”_0514_58;‘”…–œ’—¡;6;6,5;HATCHERY-4;2,11 %;2014;…Ô˝ÌÈÔÚ;31/12/2014;27/3/2015;232,29;255;274,34;-7,05;250,64;232,29;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;6536;0;0;73220;17008,2738;72230;18418,65;0;0;0;1410,3762;1095,4534;4,6342245424;5,9664792679;990;0;0;0,43;0,43;0,11;6236;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;14,6;0;0;0;0;4;13240,08;16,5236208975;1,6603083947;1121;200-250;250-300;86;BAD;1/5/2014;330;4818;1,352089593
REGION-3;SITE-8;213_25-0-0;213_‘”_0514_58;‘”…–œ’—¡;2,92;3,44;HATCHERY-4;;2014;May;14/10/2014;30/10/2014;109,96;130;126,1;3,09;124,73;109,96;BL 3.5 BASS;LINE-2;SUPPLIER-1;1741;0;0;75220;8271,1912;75020;9752,6;0;0;0;1481,4088;1086,0534;1,1752326569;1,603051931;380;0;0;1,21;1,24;1,05;990;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;21,26;0;0;1;0;1;12099,66;14,5829795455;1,4807113639;362;100-150;100-150;16;GOOD;1/5/2014;182;3869,32;0,5051847913
REGION-3;SITE-8;213_25-0-0;213_‘”_0514_58;‘”…–œ’—¡;3,44;4,73;HATCHERY-4;;2014;May;30/10/2014;15/12/2014;130;181;173,8;4,14;173,43;130;LINE-2 5,0 mm;LINE-2;SUPPLIER-1;5225;0;0;75020;9752,6;74110;13413,91;0;0;0;3661,31;3100,2973;1,4270848412;1,6853222431;910;0;0;0,99;1,01;0,72;4550;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;18,69;0;0;0;0;2;13009,66;15,679746842;1,4570062306;818;100-150;150-200;46;GOOD;1/5/2014;228;4261,32;1,213009864
REGION-3;SITE-8;213_25-0-0;213_‘”_0514_58;‘”…–œ’—¡;4,73;5,03;HATCHERY-4;;2014;May;15/12/2014;31/12/2014;181;193,41;193,66;-0,13;188,61;181;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;1625;0;0;74110;13413,91;73760;14265,9216;0;0;0;852,0116;497,9636;1,907251028;3,2632907305;350;0;0;0,73;0,74;0,41;1625;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;16,69;0;0;0;0;2;13359,66;16,1015804176;1,478245552;263;150-200;150-200;16;BAD;1/5/2014;244;4072,36;0,4722709486
REGION-3;SITE-8;213_25-0-0;213_‘”_0514_58;‘”…–œ’—¡;5,03;5,65;HATCHERY-4;;2014;Ã‹ÈÔÚ;31/12/2014;27/3/2015;193,41;220;228,67;-3,79;227,26;193,41;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;5355;0;0;73760;14265,9216;72770;16009,4;0;0;0;1743,4784;2271,7886;3,0714461389;2,3571735504;990;0;0;0,41;0,41;0,15;5055;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;14,6;0;0;0;0;4;14349,66;17,294766817;1,6506479553;1121;150-200;200-250;86;BAD;1/5/2014;330;4818;1,3421908894
REGION-3;SITE-8;213_31-0-0;213_‘”_0514_58;‘”…–œ’—¡;;;HATCHERY-4;6,65%;2014;May;13/5/2014;31/5/2014;11;16;13,84;15,61;13,27;11;LINE-2 2.0mm;LINE-2;SUPPLIER-1;491;0;0;54100;595,1;157100;2513,6;0;0;1131,9;786,6;357,717;0,6242054411;1,3725934188;2900;0;0;5;9,56;2,08;491;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;19,11;0;0;1;0;1;2900;1,8125;0,6320477833;192;0-20;0-20;18;GOOD;1/5/2014;30;573,3;5,3604436229
REGION-3;SITE-8;213_31-0-0;213_‘”_0514_58;‘”…–œ’—¡;;;HATCHERY-4;6,65%;2014;May;31/5/2014;30/6/2014;16;30;29,13;2,99;29,34;16;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;2484;0;0;157100;2513,6;154000;4620;0;0;0;2106,4;2004,76;1,1792631979;1,2390510585;3100;0;0;2,39;2,42;2,1;2220;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;21,71;0;0;0;0;2;6000;3,75;1,0231545067;634;0-20;20-50;30;GOOD;1/5/2014;60;1302,6;1,973265436
REGION-3;SITE-8;213_31-0-0;213_‘”_0514_58;‘”…–œ’—¡;;2,9;HATCHERY-4;6,65%;2014;May;30/6/2014;26/7/2014;30;57;50,62;12,6;46,07;30;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;3627;0;0;154000;4620;144400;8230,8;0;0;0;3610,8;2032,508;1,0044865404;1,7844948212;9600;0;0;2,23;2,5;2,47;3302;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;23,81;0;0;0;0;2;15600;9,75;1,0012257393;643;20-50;50-100;26;GOOD;1/5/2014;86;2047,66;6,2337662338
REGION-3;SITE-8;213_31-0-0;213_‘”_0514_58;‘”…–œ’—¡;2,9;4,11;HATCHERY-4;6,65%;2014;May;26/7/2014;28/8/2014;57;82;93,61;-12,4;81,6;57;BL 3.5 BASS;LINE-2;SUPPLIER-1;6643;0;0;144400;8230,8;142010;11644,82;0;0;0;3414,02;3357,216;1,945799966;1,9787228465;3400;0;0;2,05;2,05;1,1;4519;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;23,06;0;0;0;0;2;19000;11,875;1,3140816668;785;50-100;50-100;33;BAD;1/5/2014;119;2744,14;2,3545706371
REGION-3;SITE-8;213_31-0-0;213_‘”_0514_58;‘”…–œ’—¡;4,26;6,15;HATCHERY-4;6,65%;2014;May;31/8/2014;25/9/2014;85,15;132;117,01;12,81;86,55;85,15;BL 3.5 BREAM;LINE-2;SUPPLIER-1;5725;0;0;142010;12092,1515;132010;17425,32;0;0;0;5333,1685;-666,686;1,073470677;-8,5872509697;10000;0;0;1,57;1,95;1,75;4125;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;23,98;0;0;0;0;2;29000;18,125;1,22031595;624;50-100;100-150;25;GOOD;1/5/2014;147;3525,06;7,0417576227
REGION-3;SITE-8;213_31-0-0;213_‘”_0514_58;‘”…–œ’—¡;6,37;4,2;HATCHERY-4;6,65%;2014;May;30/9/2014;30/10/2014;138,13;176;176,75;-0,42;155,83;138,13;LINE-2 5,0 mm;LINE-2;SUPPLIER-1;7048;0;0;130810;18068,7853;67600;11897,6;0;10703,06;0;4531,8747;3168,3827;1,5552062814;2,2244787538;2410;0;0;-2,17;-4;0,81;4150;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;21,52;0;1;0;0;2;16216,52;19,3749994773;1,2914658224;670;100-150;150-200;30;BAD;1/5/2014;182;3916,64;1,8423667915
REGION-3;SITE-8;213_31-0-0;213_‘”_0514_58;‘”…–œ’—¡;4,2;5,35;HATCHERY-4;6,65%;2014;May;30/10/2014;15/12/2014;176;227;226,88;0,05;226,5;176;LINE-2 5,0 mm;LINE-2;SUPPLIER-1;5724;0;0;67600;11897,6;66830;15170,41;0;0;0;3272,81;3239,395;1,7489557903;1,7669966151;1180;0;0;0,92;0,93;0,55;5374;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;18,69;0;0;0;0;2;17396,52;20,7848271951;1,3942171979;786;150-200;200-250;46;GOOD;1/5/2014;228;4261,32;1,7455621302
REGION-3;SITE-8;213_31-0-0;213_‘”_0514_58;‘”…–œ’—¡;5,35;5,62;HATCHERY-4;6,65%;2014;May;15/12/2014;31/12/2014;227;239,66;239,86;-0,08;234,68;227;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;1600;0;0;66830;15170,41;66430;15920,6138;0;0;0;750,2038;419,3824;2,132753793;3,815133873;400;0;0;0,64;0,65;0,34;1600;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;16,69;0;0;0;0;2;17796,52;21,2627348961;1,4244622036;263;200-250;200-250;16;BAD;1/5/2014;244;4072,36;0,5985335927
REGION-3;SITE-8;213_31-0-0;213_‘”_0514_58;‘”…–œ’—¡;5,62;6,05;HATCHERY-4;6,65%;2014;Ã‹ÈÔÚ;31/12/2014;27/3/2015;239,66;262;277,3;-5,52;250,34;239,66;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;5333;0;0;66430;15920,6138;65440;17145,28;0;0;0;1224,6662;461,6358;4,3546559871;11,5523969328;990;0;0;0,38;0,38;0,1;5033;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;14,6;0;0;0;0;4;18786,52;22,445556456;1,6346904262;1121;200-250;250-300;86;BAD;1/5/2014;330;4818;1,4902905314
REGION-3;SITE-8;213_33-0-0;213_‘”_0514_58;‘”…–œ’—¡;;;HATCHERY-4;6,55% ;2014;May;9/5/2014;31/5/2014;11;19;14,84;28,03;15,05;11;LINE-2 2.0mm;LINE-2;SUPPLIER-1;692;0;0;150000;1650;146600;2785,4;0;0;0;1135,4;556,33;0,6094768364;1,2438660507;3400;0;0;1,45;1,64;2,48;692;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;18,87;0;0;1;0;1;3400;2,2666666667;0,658170059;263;0-20;0-20;22;GOOD;1/5/2014;30;566,1;2,2666666667
REGION-3;SITE-8;213_33-0-0;213_‘”_0514_58;‘”…–œ’—¡;;;HATCHERY-4;6,55% ;2014;May;31/5/2014;30/6/2014;19;32;33,15;-3,47;33,38;19;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;2508;0;0;146600;2785,4;143500;4592;0;0;0;1806,6;2004,63;1,3882431086;1,2511036949;3100;0;0;2,31;2,26;1,74;2247;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;21,71;0;0;0;0;2;6500;4,3333333333;1,110916725;652;0-20;20-50;30;BAD;1/5/2014;60;1302,6;2,1145975443
REGION-3;SITE-8;213_33-0-0;213_‘”_0514_58;‘”…–œ’—¡;;2,83;HATCHERY-4;6,55% ;2014;May;30/6/2014;26/7/2014;32;60;54,05;11,01;49,02;32;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;3603;0;0;143500;4592;133900;8034;0;0;0;3442;1971,778;1,0467751307;1,827284816;9600;0;0;2,25;2,51;2,42;3278;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;23,81;0;0;0;0;2;16100;10,7333333333;1,063968254;643;20-50;50-100;26;GOOD;1/5/2014;86;2047,66;6,6898954704
REGION-3;SITE-8;213_33-0-0;213_‘”_0514_58;‘”…–œ’—¡;2,94;4,62;HATCHERY-4;6,55% ;2014;May;31/8/2014;25/9/2014;61,15;105;93,02;12,88;62,5;61,15;BL 3.5 BREAM;LINE-2;SUPPLIER-1;5150;0;0;136280;8333,522;124680;13091,4;0;0;0;4757,878;-541,022;1,082415312;-9,5190214076;11600;0;0;1,96;2,56;2,16;3725;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;23,98;0;0;0;0;2;31100;20,7333333333;1,6421011851;624;50-100;100-150;25;GOOD;1/5/2014;147;3525,06;8,5118872909
REGION-3;SITE-8;213_33-0-0;213_‘”_0514_58;‘”…–œ’—¡;4,83;6,25;HATCHERY-4;6,55% ;2014;May;30/9/2014;30/10/2014;110,93;145;147,24;-1,52;128,6;110,93;BL 3.5 BREAM;LINE-2;SUPPLIER-1;6390;0;0;123480;13697,6364;122260;17727,7;0;0;0;4030,0636;2024,9996;1,5855829174;3,1555561789;2420;0;0;1,36;1,45;0,89;4775;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;21,52;0;0;0;0;2;33100;22,0666666667;1,6110647416;670;100-150;100-150;30;BAD;1/5/2014;182;3916,64;1,9598315517
REGION-3;SITE-8;213_33-0-0;213_‘”_0514_58;‘”…–œ’—¡;6,25;8,77;HATCHERY-4;6,55% ;2014;May;30/10/2014;31/12/2014;145;207;203,72;1,61;203,72;145;LINE-2 5,0 mm;LINE-2;SUPPLIER-1;11700;0;0;122260;17727,7;120060;24852,42;0;0;0;7124,72;6730,9232;1,6421697975;1,7382459512;2620;0;0;0,89;0,9;0,57;7525;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;18,21;0;0;0;0;2;35720;23,8133333333;1,6162436706;1033;100-150;200-250;62;GOOD;1/5/2014;244;4443,24;2,1429739899
REGION-3;SITE-8;213_33-0-0;213_‘”_0514_58;‘”…–œ’—¡;8,77;5,01;HATCHERY-4;6,55% ;2014;Ã‹ÈÔÚ;31/12/2014;27/3/2015;207;241;243,47;-1,01;241,76;207;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;5323;0;0;120060;24852,42;58920;14199,72;0;12813,6;0;2160,9;2205,6792;2,4633254662;2,41331559;1140;0;0;-1,6;-1,56;0,18;5062;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;14,6;0;1;0;0;4;18813,9;25,1355750438;1,7265521063;1121;200-250;200-250;86;BAD;1/5/2014;330;4818;0,9495252374
REGION-3;SITE-8;213_34-0-0;213_‘”_0514_58;‘”…–œ’—¡;4,52;5,15;HATCHERY-4;6,55% ;2014;Ã‹ÈÔÚ;9/1/2015;27/3/2015;213,56;247;241,71;2,19;241,07;213,56;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;3620;0;0;60000;12813,6;59160;14612,52;0;0;0;1798,92;1448,1012;2,0123185022;2,4998252885;840;0;0;0,34;0,35;0,19;3420;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;14,39;0;0;1;0;3;18886,09;25,1310906277;1,6724171426;974;200-250;200-250;77;GOOD;1/5/2014;330;4748,7;1,4
REGION-3;SITE-8;213_35-0-0;213_‘”_0514_58;‘”…–œ’—¡;;;HATCHERY-4;;2014;May;6/6/2014;30/6/2014;15,3;28;27,46;1,97;27,5;15,3;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;2275;0;0;156000;2386,8;153900;4309,2;0;0;0;1922,4;1845,45;1,1834165626;1,232761657;2100;0;0;2,91;2,94;2,52;1270;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;22,4;0;0;2;0;1;6100;3,8125;1,1062294053;560;0-20;20-50;24;GOOD;1/5/2014;60;1344;1,3461538462
REGION-3;SITE-8;213_35-0-0;213_‘”_0514_58;‘”…–œ’—¡;;2,89;HATCHERY-4;;2014;May;30/6/2014;26/7/2014;28;56;48,61;15,2;44,61;28;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;3672;0;0;153900;4309,2;146500;8204;0;0;0;3894,8;2226,165;0,9427955222;1,6494734218;7400;0;0;2,33;2,64;2,67;3322;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;23,81;0;0;0;0;2;13500;8,4375;0,9958100559;643;20-50;50-100;26;GOOD;1/5/2014;86;2047,66;4,808317089
REGION-3;SITE-8;213_35-0-0;213_‘”_0514_58;‘”…–œ’—¡;2,89;3,43;HATCHERY-4;;2014;May;26/7/2014;28/8/2014;56;64;89,03;-28,11;83,34;56;BL 3.5 BASS;LINE-2;SUPPLIER-1;6092;0;0;146500;8204;151900;9721,6;0;0;0;1517,6;4455,346;4,0142329995;1,3673461051;2600;0;0;2,06;1,8;0,4;4317;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;23,06;0;0;0;0;2;16100;10,0625;1,5554662379;785;50-100;50-100;33;BAD;1/5/2014;119;2744,14;1,7747440273
REGION-3;SITE-8;213_35-0-0;213_‘”_0514_58;‘”…–œ’—¡;3,58;4,67;HATCHERY-4;;2014;May;31/8/2014;25/9/2014;66,79;90;94,15;-4,41;68;66,79;BL 3.5 BREAM;LINE-2;SUPPLIER-1;5150;0;0;151900;10145,401;147000;13230;0;0;0;3084,599;-149,401;1,6695849282;-34,4709874767;4900;0;0;1,77;2,05;1,19;3750;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;23,98;0;0;0;0;2;21000;13,125;1,5591979076;624;50-100;50-100;25;BAD;1/5/2014;147;3525,06;3,2258064516
REGION-3;SITE-8;213_35-0-0;213_‘”_0514_58;‘”…–œ’—¡;4,91;4,49;HATCHERY-4;;2014;May;30/9/2014;31/12/2014;95,45;187;183,8;1,74;169,18;95,45;LINE-2 5,0 mm;LINE-2;SUPPLIER-1;11034;0;0;145800;13916,61;68150;12744,05;0;8290,98;0;7118,42;5903,987;1,5500630758;1,8689065542;3450;0;0;-0,15;-0,38;0,73;4200;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;19,3;0;1;0;0;2;12730,33;16,5266975192;1,5461899646;1683;50-100;150-200;92;GOOD;1/5/2014;244;4709,2;2,366255144
REGION-3;SITE-8;213_35-0-0;213_‘”_0514_58;‘”…–œ’—¡;4,49;5,33;HATCHERY-4;;2014;Ã‹ÈÔÚ;31/12/2014;27/3/2015;187;225;221,87;1,41;220,31;187;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;4808;0;0;68150;12744,05;67160;15111;0;0;0;2366,95;2051,9696;2,0313061112;2,3431146348;990;0;0;0,4;0,41;0,22;4508;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;0;14,6;0;0;0;0;4;13720,33;17,8119297593;1,6144223549;1121;150-200;200-250;86;GOOD;1/5/2014;330;4818;1,4526779164
REGION-3;SITE-8;213_36-0-0;213_‘”_0514_58;‘”…–œ’—¡;;;HATCHERY-4;2,11 %;2014;June;2/6/2014;30/6/2014;12,5;27;26;3,85;26,13;12,5;LINE-2 2.0mm;LINE-2;SUPPLIER-1;2380;0;0;100000;1250;146900;3966,3;0;0;610;2106,3;1978,497;1,1299435028;1,2029333378;3100;0;0;4,66;4,82;2,75;2067;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;21,93;0;0;1;0;1;3100;2,0666666667;1,1299435028;636;0-20;20-50;28;GOOD;1/5/2014;60;1315,8;3,1
REGION-3;SITE-8;213_36-0-0;213_‘”_0514_58;‘”…–œ’—¡;;3,94;HATCHERY-4;2,11 %;2014;June;30/6/2014;28/8/2014;27;75;81,58;-8,07;76,46;27;BL 3.5 BASS;LINE-2;SUPPLIER-1;9516;0;0;146900;3966,3;148900;11167,5;0;0;0;7201,2;7418,594;1,3214464256;1,2827228448;8000;0;0;2,32;2,29;1,73;4668;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;23,38;0;0;0;0;2;11100;7,4;1,2700510341;1380;20-50;50-100;59;BAD;1/5/2014;119;2782,22;5,4458815521
REGION-3;SITE-8;213_36-0-0;213_‘”_0514_58;‘”…–œ’—¡;4,11;2,81;HATCHERY-4;2,11 %;2014;June;31/8/2014;25/9/2014;78,25;122;110,69;10,22;79,62;78,25;BL 3.5 BREAM;LINE-2;SUPPLIER-1;5675;0;0;148900;11651,425;65400;7978,8;0;7933,5;0;4260,875;1489,223;1,3318860563;3,810712029;8500;0;0;-2,02;-12,28;1,78;4050;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;23,98;0;1;0;0;2;9129,91;13,0666610946;1,1870833855;624;50-100;100-150;25;GOOD;1/5/2014;147;3525,06;5,7085292142
REGION-3;SITE-8;213_36-0-0;213_‘”_0514_58;‘”…–œ’—¡;3,04;3,95;HATCHERY-4;2,11 %;2014;June;30/9/2014;30/10/2014;134,12;176;166,84;5,49;149,99;134,12;LINE-2 5,0 mm;LINE-2;SUPPLIER-1;3045;0;0;64200;8610,504;63620;11197,12;0;0;0;2586,616;931,8598;1,1772137805;3,2676589332;1780;0;0;1,03;1,12;0,91;1878;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;21,52;0;0;0;0;2;10709,91;15,3279456559;1,1950711515;670;100-150;150-200;30;GOOD;1/5/2014;182;3916,64;2,7725856698
REGION-3;SITE-8;213_36-0-0;213_‘”_0514_58;‘”…–œ’—¡;3,95;5,48;HATCHERY-4;2,11 %;2014;June;30/10/2014;31/12/2014;176;249;223,04;11,64;223,23;176;LINE-2 5,0 mm;LINE-2;SUPPLIER-1;5038;0;0;63620;11197,12;62370;15530,13;0;0;0;4333,01;2725,7351;1,1627021401;1,848308737;1450;0;0;0,61;0,65;0,56;3513;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;18,21;0;0;0;0;2;12159,91;17,4031751584;1,1823739133;1033;150-200;200-250;62;GOOD;1/5/2014;244;4443,24;2,2791574976
REGION-3;SITE-8;213_36-0-0;213_‘”_0514_58;‘”…–œ’—¡;5,48;5,95;HATCHERY-4;2,11 %;2014;…Ô˝ÌÈÔÚ;31/12/2014;27/3/2015;249;275;281,67;-2,37;250,28;249;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;4415;0;0;62370;15530,13;61380;16879,5;0;0;0;1349,37;-167,9436;3,2718972558;-26,2885873591;990;0;0;0,32;0,33;0,12;4190;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;14,6;0;0;0;0;4;13149,91;18,8200559911;1,3506450036;1121;200-250;250-300;86;BAD;1/5/2014;330;4818;1,5873015873
REGION-3;SITE-8;213_39-0-0;213_‘”_0514_58;‘”…–œ’—¡;3,15;4,16;HATCHERY-4;6,65%;2014;May;28/10/2014;15/12/2014;172,63;231;228,99;0,88;230,06;172,63;LINE-2 5,0 mm;LINE-2;SUPPLIER-1;5800;0;0;62000;10703,06;61300;14160,3;0;0;0;3457,24;3399,618;1,6776388101;1,7060740354;700;0;0;0,98;0,98;0,61;5150;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;18,8;0;0;1;0;1;15483,47;20,2923993163;1,3956390545;828;150-200;200-250;48;GOOD;1/5/2014;228;4286,4;1,1290322581
REGION-3;SITE-8;213_39-0-0;213_‘”_0514_58;‘”…–œ’—¡;4,16;4,38;HATCHERY-4;6,65%;2014;May;15/12/2014;31/12/2014;231;244,56;244,81;-0,1;239,16;231;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;1575;0;0;61300;14160,3;60900;14893,704;0;0;0;733,404;404,544;2,1475203299;3,8932724252;400;0;0;0,68;0,69;0,36;1575;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;16,69;0;0;0;0;2;15883,47;20,8166332074;1,4277333289;263;200-250;200-250;16;BAD;1/5/2014;244;4072,36;0,6525285481
REGION-3;SITE-8;213_39-0-0;213_‘”_0514_58;‘”…–œ’—¡;4,38;4,49;HATCHERY-4;6,65%;2014;Ã‹ÈÔÚ;31/12/2014;27/3/2015;244,56;255;281,92;-9,55;250,36;244,56;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;4872;0;0;60900;14893,704;59910;15277,05;0;0;0;383,346;105,3636;12,709145263;46,2398779085;990;0;0;0,38;0,38;0,05;4608;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;14,6;0;0;0;0;4;16873,47;22,114112088;1,7158247042;1121;200-250;250-300;86;BAD;1/5/2014;330;4818;1,6256157635
REGION-3;SITE-8;150_01-0-0;251_‘”_0214_31;‘”…–œ’—¡;;;HATCHERY-4;;2014;February;15/2/2014;31/3/2014;3,35;7;7,27;-3,71;4,09;3,35;LINE-2 1,6 mm;LINE-2;SUPPLIER-1;614;0;0;93600;313,56;125550;878,85;0;0;133,225;432,065;66,7145;1,421082476;9,203396563;4550;0;0;3,33;10,32;1,67;594;0;¡;‘”…–œ’—¡ 2014;;Unchecked;;0;0;14,43;0;0;1;0;2;4550;3,4973097617;1,3913003218;574;0-20;0-20;44;BAD;1/2/2014;58;836,94;4,8611111111
REGION-3;SITE-8;150_01-0-0;251_‘”_0214_31;‘”…–œ’—¡;;;HATCHERY-4;;2014;February;31/3/2014;30/4/2014;7;10;10,19;-1,86;7,08;7;LINE-2 1,6 mm;LINE-2;SUPPLIER-1;500;0;0;125550;878,85;122500;1225;0;0;0;346,15;-11,55;1,444460494;-43,29004329;3050;0;0;1,6;1,91;1,19;500;0;¡;‘”…–œ’—¡ 2014;;Unchecked;;0;0;15,92;0;0;0;0;2;7600;5,8416602613;1,4149488511;446;0-20;0-20;30;BAD;1/2/2014;88;1400,96;2,4293110315
REGION-3;SITE-8;150_01-0-0;251_‘”_0214_31;‘”…–œ’—¡;;1,52;HATCHERY-4;;2014;February;30/4/2014;30/6/2014;10;37;36,77;0,63;27,42;10;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;3801;0;0;122500;1225;116370;4305,69;0;0;0;3080,69;1965,8654;1,2338145026;1,933499618;6130;0;0;2,54;3,03;2,14;2278;0;¡;‘”…–œ’—¡ 2014;;Unchecked;;0;0;19,6;0;0;0;0;2;13730;10,5534204458;1,2672300528;1213;0-20;20-50;61;GOOD;1/2/2014;149;2920,4;5,0040816327
