Region;Site;Unit;Batch;Species;Start Fish Density;End Fish Density;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Period Feed Qty;Suggested Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Transfer - (Kg);Transfer + (Kg);Biomass Produced;Biomass Produced Before Sampl.;Econ. FCR Period;Econ FCR Period Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Current Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Day Degrees;Start Av. Weight Category;End Av. Weight Category;Days;CLASS;LOTSTART;AGE;LTD Day Degrees;Period Mortality %
REGION-1;SITE-2;103_47-1-0;103_‘”_0414_170;‘”…–œ’—¡;7,31;7,8;HATCHERY-2;;2014;April;18/12/2014;31/12/2014;117,4;125,59;125,82;-0,18;125,5;117,4;BL 3.5 BASS;LINE-2;SUPPLIER-1;2140;0;0;158900;18654,86;158450;19899,7355;0;0;0;1244,8755;1230,615;1,7190474067;1,7389679144;300;0;0;0,85;0,85;0,52;1390;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;3;17,25;0;0;0;0;2;19904,37;10,1339779233;1,6216780633;194;100-150;100-150;13;BAD;1/4/2014;274;4726,5;0,1887979862
REGION-1;SITE-2;103_47-1-0;103_‘”_0414_170;‘”…–œ’—¡;7,8;4,7;HATCHERY-2;;2014;¡ÒﬂÎÈÔÚ;31/12/2014;16/3/2015;125,59;153,4;162,91;-5,84;162,96;125,59;BL 3.5 BREAM;LINE-2;SUPPLIER-1;10235;0;0;158450;19899,7355;78115;11982,841;0;12586,69;0;4669,7955;5416,5749;2,1917447991;1,8895704738;1835;0;0;-1,48;-1,13;0,27;4040;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;15;15,32;0;1;0;0;4;10864,95;11,0810899845;1,7885358861;930;100-150;150-200;75;BAD;1/4/2014;349;5346,68;1,158094036
REGION-1;SITE-2;103_47-3-0;103_‘”_0414_170;‘”…–œ’—¡;3,26;2,89;HATCHERY-2;;2014;April;28/11/2014;18/12/2014;126,27;112,45;142,21;-20,93;141,81;126,27;BL 3.5 BREAM;LINE-2;SUPPLIER-1;2220;0;0;87872;11095,59744;87417;9830,04165;0;0;0;-1265,55579;1301,00733;-1,7541699999;1,706370094;455;0;0;1,06;0,95;-0,58;1515;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;2;17,86;0;0;1;0;1;12223,71;10,6702888082;1,6934103913;342;100-150;100-150;20;BAD;1/4/2014;261;4661,46;0,5177986162
REGION-1;SITE-2;103_47-3-0;103_‘”_0414_170;‘”…–œ’—¡;2,89;3,14;HATCHERY-2;;2014;April;18/12/2014;31/12/2014;112,45;122,4;122,7;-0,24;122,3;112,45;BL 3.5 BASS;LINE-2;SUPPLIER-1;1435;0;0;87417;9830,04165;87207;10674,1368;0;0;0;844,09515;835,37445;1,7000453089;1,717792542;210;0;0;1,08;1,08;0,65;850;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;2;17,25;0;0;0;0;2;12433,71;10,8536014563;1,685329149;211;100-150;100-150;13;BAD;1/4/2014;274;4726,5;0,2402278733
REGION-1;SITE-2;103_47-3-0;103_‘”_0414_170;‘”…–œ’—¡;3,14;3,52;HATCHERY-2;;2014;¡ÒﬂÎÈÔÚ;31/12/2014;16/3/2015;122,4;139,6;160,32;-12,92;160,39;122,4;BL 3.5 BREAM;LINE-2;SUPPLIER-1;5885;0;0;87207;10674,1368;85767;11973,0732;0;0;0;1298,9364;3082,03233;4,5306298291;1,9094543372;1440;0;0;0,69;0,65;0,18;2290;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;14;15,32;0;0;0;0;4;13813,71;12,0582274295;1,9986377209;946;100-150;100-150;75;BAD;1/4/2014;349;5346,68;1,6512435928
REGION-1;SITE-2;103_48-1-0;103_‘”_0414_170;‘”…–œ’—¡;7,09;8,97;HATCHERY-2;;2014;April;30/10/2014;17/12/2014;102,8;131,06;135,51;-3,28;135,27;102,8;BL 3.5 BREAM;LINE-2;SUPPLIER-1;9045;0;0;175922;18084,7816;174727;22899,72062;0;0;0;4814,93902;5550,53969;1,8785284637;1,6295712679;1195;0;0;0,92;0,91;0,51;6620;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;2;18,46;0;0;0;0;2;24031;10,5010166073;1,3872057015;852;100-150;100-150;48;BAD;1/4/2014;260;4799,6;0,6792783165
REGION-1;SITE-2;103_48-1-0;103_‘”_0414_170;‘”…–œ’—¡;8,89;9,42;HATCHERY-2;;2014;April;18/12/2014;31/12/2014;129,8;137,88;138,07;-0,14;137,81;129,8;BL 3.5 BASS;LINE-2;SUPPLIER-1;2315;0;0;174727;22679,5646;174397;24045,85836;0;0;0;1366,29376;1354,08597;1,6943647609;1,7096403414;330;0;0;0,76;0,76;0,46;1305;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;3;17,25;0;0;0;0;2;24361;10,6452193238;1,4179474391;194;100-150;100-150;13;BAD;1/4/2014;274;4726,5;0,1888660596
REGION-1;SITE-2;103_48-1-0;103_‘”_0414_170;‘”…–œ’—¡;9,42;11,28;HATCHERY-2;;2014;¡ÒﬂÎÈÔÚ;31/12/2014;16/3/2015;137,88;166,87;175,74;-5,05;175,79;137,88;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;12025;0;0;174397;24045,85836;172437;28774,56219;0;0;0;4728,70383;6266,84187;2,5429801553;1,9188293321;1960;0;0;0,61;0,59;0,25;6165;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;15;15,32;0;0;0;0;4;26251;11,4711076093;1,6051723379;931;100-150;150-200;75;BAD;1/4/2014;349;5346,68;1,1238725437
REGION-1;SITE-2;103_94-0-0;103_‘”_0414_170;‘”…–œ’—¡;2,46;3,7;HATCHERY-2;;2014;April;13/10/2014;15/12/2014;77,95;118,53;126,24;-6,11;132,06;77,95;BL 3.5 BREAM;LINE-2;SUPPLIER-1;22005;0;0;304727;23753,46965;301167;35697,32451;0;0;0;11943,85486;16018,64437;1,8423700102;1,3737117506;5600;0;0;1,19;1,12;0,67;20130;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;3;18,9;0;0;2;0;2;35245,88;10,1743686499;1,5647779759;1097;50-100;100-150;63;BAD;1/4/2014;258;4876,2;1,8377104753
REGION-1;SITE-2;103_94-0-0;103_‘”_0414_170;‘”…–œ’—¡;3,7;3,94;HATCHERY-2;;2014;April;15/12/2014;31/12/2014;118,53;126,77;127,32;-0,43;126,68;118,53;BL 3.5 BREAM;LINE-2;SUPPLIER-1;4225;0;0;301167;35697,32451;299867;38014,13959;0;0;0;2316,81508;2289,82705;1,8236241798;1,8451175166;1480;0;0;0,72;0,72;0,42;4225;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;3;17,29;0;0;0;0;2;36545,88;10,5496374543;1,5701333527;248;100-150;100-150;16;BAD;1/4/2014;274;4737,46;0,4914217029
REGION-1;SITE-2;103_94-0-0;103_‘”_0414_170;‘”…–œ’—¡;3,94;4,04;HATCHERY-2;;2014;¡ÒﬂÎÈÔÚ;31/12/2014;19/3/2015;126,77;132,26;156,47;-15,47;156,64;126,77;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;15825;0;0;299867;38014,13959;294987;39014,98062;0;0;0;1000,84103;8192,62409;15,8117018844;1,9316155393;4880;0;0;0,53;0,48;0,05;10175;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;28;15,29;0;0;0;0;4;41425,88;11,958338812;1,9423834584;771;100-150;100-150;78;BAD;1/4/2014;352;5382,08;1,6273881421
REGION-1;SITE-2;103_95-0-0;103_‘”_0414_170;‘”…–œ’—¡;1;2,62;HATCHERY-2;;2014;April;4/9/2014;25/9/2014;60,21;82,2;90,05;-8,72;60,49;60,21;BL 3.5 BREAM;LINE-2;SUPPLIER-1;10250;0;0;159803;9621,73863;307154;25248,0588;0;0;8687,24055;6939,07962;270,76628;1,4771411428;37,8555261756;3000;0;0;6,79;118,62;1,48;7500;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;0;24;0;0;2;0;1;28826,17;8,3277083259;1,2186753232;499;50-100;50-100;21;BAD;1/4/2014;177;4248;1,8773114397
REGION-1;SITE-2;103_95-0-0;103_‘”_0414_170;‘”…–œ’—¡;2,77;4,96;HATCHERY-2;;2014;April;30/9/2014;15/12/2014;87;158,4;159,45;-0,66;163,53;87;BL 3.5 BREAM;LINE-2;SUPPLIER-1;33745;0;0;306894;26699,778;302124;47856,4416;0;0;0;21156,6636;22706,55972;1,5950057456;1,4861344218;4770;0;0;1,22;1,2;0,79;25600;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;6;19,14;0;0;0;0;3;33856,17;9,7808452802;1,3818916807;1310;50-100;150-200;76;BAD;1/4/2014;258;4938,12;1,5542825862
REGION-1;SITE-2;103_95-0-0;103_‘”_0414_170;‘”…–œ’—¡;4,96;5,21;HATCHERY-2;;2014;April;15/12/2014;31/12/2014;158,4;167,26;167,88;-0,37;167,18;158,4;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;4740;0;0;302124;47856,4416;300764;50305,78664;0;0;0;2449,34504;2425,28392;1,9352112188;1,9544103521;1560;0;0;0,6;0,6;0,34;4280;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;5;17,29;0;0;0;0;2;35216,17;10,1737411566;1,3999482609;213;150-200;150-200;16;BAD;1/4/2014;274;4737,46;0,5163442825
REGION-1;SITE-2;103_95-0-0;103_‘”_0414_170;‘”…–œ’—¡;5,21;5,53;HATCHERY-2;;2014;¡ÒﬂÎÈÔÚ;31/12/2014;19/3/2015;167,26;180,28;207,39;-13,07;207,53;167,26;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;22575;0;0;300764;50305,78664;296114;53383,43192;0;0;0;3077,64528;11146,75178;7,3351533222;2,0252536744;4650;0;0;0,56;0,52;0,1;21575;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;26;15,29;0;0;0;0;4;39866,17;11,5170983808;1,7468299203;802;150-200;150-200;78;BAD;1/4/2014;352;5382,08;1,5460626937
REGION-1;SITE-2;103_05-3-0;103_‘”_0614_172;‘”…–œ’—¡;0,39;2,96;HATCHERY-2;;2014;June;5/6/2014;31/8/2014;2,19;17,12;17,15;-0,17;16,48;2,19;LINE-2 1,6 mm;LINE-2;SUPPLIER-1;2860;0;0;181000;396,39;173830;2975,9696;0;0;0;2579,5796;2468,3284;1,108707791;1,1586788857;7170;0;0;2,57;2,63;2,36;975;0;-;‘”…–œ’—¡ 2014;;Unchecked;;0;0;23,05;0;0;0;0;1;7170;3,9613259669;1,108707791;1487;0-20;0-20;87;BAD;1/6/2014;91;2097,55;3,9613259669
REGION-1;SITE-2;103_05-3-0;103_‘”_0614_172;‘”…–œ’—¡;2,96;2,97;HATCHERY-2;;2014;June;31/8/2014;22/9/2014;17,12;31,2;28,96;7,73;17,63;17,12;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;2354;0;0;173830;2975,9696;172370;5377,944;0;0;0;2401,9744;62,9135;0,9800270977;37,4164527486;1460;0;0;2,64;3,56;2,73;1304;0;-;‘”…–œ’—¡ 2014;;Unchecked;;0;0;24,19;0;0;0;0;2;8630;4,7679558011;1,0416428287;551;0-20;20-50;22;GOOD;1/6/2014;113;2733,47;0,8399010528
REGION-1;SITE-2;103_05-3-0;103_‘”_0614_172;‘”…–œ’—¡;3,51;5,18;HATCHERY-2;;2014;June;30/9/2014;30/10/2014;37,03;55,5;57,46;-3,41;45,99;37,03;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;4370;0;0;171750;6359,9025;168980;9378,39;0;0;0;3018,4875;1411,4877;1,4477449385;3,0960241453;2770;0;0;1,87;2,07;1,35;2655;0;-;‘”…–œ’—¡ 2014;;Unchecked;;0;0;20,17;0;0;0;0;2;12020;6,6408839779;1,175573369;606;20-50;50-100;30;BAD;1/6/2014;151;3045,67;1,6128093159
REGION-1;SITE-2;103_05-3-0;103_‘”_0614_172;‘”…–œ’—¡;3,25;3,79;HATCHERY-2;;2014;June;12/11/2014;11/12/2014;84;100,6;104,98;-4,17;103,96;84;BL 3.5 BREAM;LINE-2;SUPPLIER-1;2415;0;0;77775;6533,1;75700;7615,42;0;0;0;1082,32;1336,672;2,2313179097;1,8067259582;2475;0;0;1,18;1,16;0,62;2355;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;2;18,33;0;0;1;0;1;9639,27;9,8624099846;1,3073024006;475;50-100;100-150;29;BAD;1/6/2014;193;3537,69;3,1822565092
REGION-1;SITE-2;103_05-3-0;103_‘”_0614_172;‘”…–œ’—¡;3,79;4,28;HATCHERY-2;;2014;June;11/12/2014;31/12/2014;100,6;114,05;114,1;-0,04;112,41;100,6;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1630;0;0;75700;7615,42;75400;8599,37;0;0;0;983,95;860,294;1,6565882413;1,8947011138;300;0;0;1,01;1,01;0,63;1324;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;2;17,38;0;0;0;0;2;9939,27;10,1693547009;1,3410424355;337;100-150;100-150;20;BAD;1/6/2014;213;3701,94;0,3963011889
REGION-1;SITE-2;103_06-3-0;103_‘”_0614_172;‘”…–œ’—¡;0,36;0,59;HATCHERY-2;;2014;June;5/6/2014;20/6/2014;2,06;3,4;3,26;4,29;3,22;2,06;LINE-4 1.1 mm;LINE-4;SUPPLIER-1;220;0;0;178000;366,68;174980;594,932;0;0;0;228,252;196,7556;0,9638469761;1,1181384418;3020;0;0;3,11;3,2;3,34;215;0;-;‘”…–œ’—¡ 2014;;Unchecked;;0;0;20,88;0;0;0;0;1;3020;1,6966292135;0,9638469761;334;0-20;0-20;15;GOOD;1/6/2014;19;396,72;1,6966292135
REGION-1;SITE-2;103_06-3-0;103_‘”_0614_172;‘”…–œ’—¡;0,59;3,98;HATCHERY-2;;2014;June;20/6/2014;31/8/2014;3,4;23,55;23,7;-0,63;22,57;3,4;LINE-2 1,6 mm;LINE-2;SUPPLIER-1;3888;0;0;174980;594,932;169875;4000,55625;0;0;0;3405,62425;3239,14675;1,1416409194;1,2003161018;5405;0;0;3,02;3,11;2,69;1130;0;-;‘”…–œ’—¡ 2014;;Unchecked;;0;0;23,53;0;0;0;0;2;8125;4,5646067416;1,1222176319;1691;0-20;20-50;72;BAD;1/6/2014;91;2141,23;3,0889244485
REGION-1;SITE-2;103_06-3-0;103_‘”_0614_172;‘”…–œ’—¡;3,98;3,79;HATCHERY-2;;2014;June;31/8/2014;22/9/2014;23,55;40,6;37,83;7,32;23,8;23,55;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;2811;0;0;169875;4000,55625;168785;6852,671;0;0;0;2852,11475;16,52675;0,9855844685;170,0878878182;1090;0;0;2,41;3,19;2,48;2811;0;-;‘”…–œ’—¡ 2014;;Unchecked;;0;0;24,19;0;0;0;0;2;9215;5,1769662921;1,0582808394;551;20-50;20-50;22;GOOD;1/6/2014;113;2733,47;0,6416482708
REGION-1;SITE-2;103_07-2-0;103_‘”_0614_172;‘”…–œ’—¡;;0,53;HATCHERY-2;;2014;June;5/6/2014;24/6/2014;1,91;2,9;3,08;-5,84;3,11;1,91;LINE-4 1.1 mm;LINE-4;SUPPLIER-1;222,5;0;0;187000;357,17;183540;532,266;0;0;0;175,096;213,6394;1,2707314844;1,0414745595;3460;0;0;2,67;2,57;2,2;217,5;0;-;‘”…–œ’—¡ 2014;;Unchecked;;0;0;21,2;0;0;0;0;1;3460;1,8502673797;1,2707314844;344;0-20;0-20;19;BAD;1/6/2014;23;487,6;1,8502673797
REGION-1;SITE-2;103_07-2-0;103_‘”_0614_172;‘”…–œ’—¡;0,53;3,57;HATCHERY-2;;2014;June;24/6/2014;31/8/2014;2,9;20,22;20,39;-0,83;18,98;2,9;LINE-2 1,6 mm;LINE-2;SUPPLIER-1;3462,5;0;0;183540;532,266;177700;3593,094;0;0;0;3060,828;2840,48;1,1312298502;1,2189841154;6120;0;0;3,18;3,31;2,86;1197,5;0;-;‘”…–œ’—¡ 2014;;Unchecked;;0;0;23,6;0;0;0;0;2;9300;4,9732620321;1,1295073679;1625;0-20;20-50;68;BAD;1/6/2014;91;2147,6;3,3344230141
REGION-1;SITE-2;103_07-2-0;103_‘”_0614_172;‘”…–œ’—¡;3,57;2,88;HATCHERY-2;;2014;June;31/8/2014;26/9/2014;20,22;29,6;35,97;-17,71;20,46;20,22;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;3210,5;0;0;177700;3593,094;175830;5204,568;0;0;0;1611,474;4,3878;1,9922753951;731,6878617986;1870;0;0;2,84;3,43;1,47;2935,5;0;-;‘”…–œ’—¡ 2014;;Unchecked;;0;0;24,12;0;0;0;0;2;10970;5,8663101604;1,4094481342;646;20-50;20-50;26;BAD;1/6/2014;117;2822,04;1,0523353967
REGION-1;SITE-2;103_07-2-0;103_‘”_0614_172;‘”…–œ’—¡;3,16;6,35;HATCHERY-2;;2014;June;30/9/2014;30/10/2014;32,59;66,4;52,99;25,31;41,43;32,59;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;4432;0;0;175630;5723,7817;173160;11497,824;0;0;0;5774,0423;1450,2371;0,7675731783;3,0560520069;2470;0;0;1,78;2,3;2,37;3027;0;-;‘”…–œ’—¡ 2014;;Unchecked;;0;0;20,17;0;0;0;0;2;13840;7,4010695187;1,052227275;606;20-50;50-100;30;GOOD;1/6/2014;151;3045,67;1,4063656551
REGION-1;SITE-2;103_07-2-0;103_‘”_0614_172;‘”…–œ’—¡;2,76;3,44;HATCHERY-2;;2014;June;19/11/2014;11/12/2014;80,35;100,4;94,78;5,93;94,4;80,35;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1615;0;0;75995;6106,19825;75675;7597,77;0;0;0;1491,57175;1037,52175;1,082750461;1,5565938738;360;0;0;1,08;1,11;1,01;1565;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;2;18,22;0;0;1;0;1;7884,62;8,023361573;1,2211900662;382;50-100;100-150;22;GOOD;1/6/2014;193;3516,46;0,473715376
REGION-1;SITE-2;103_07-2-0;103_‘”_0614_172;‘”…–œ’—¡;3,44;3,85;HATCHERY-2;;2014;June;11/12/2014;31/12/2014;100,4;112,86;112,86;0;111,22;100,4;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1505;0;0;75675;7597,77;75430;8513,0298;0;0;0;915,2598;791,5546;1,6443418579;1,9013217787;245;0;0;0,94;0,94;0,58;1206;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;2;17,38;0;0;0;0;2;8129,62;8,2726727111;1,2617856677;337;100-150;100-150;20;GOOD;1/6/2014;213;3701,94;0,3237528907
REGION-1;SITE-2;103_07-2-0;103_‘”_0614_172;‘”…–œ’—¡;3,85;4,5;HATCHERY-2;;2014;…Ô˝ÌÈÔÚ;31/12/2014;18/3/2015;112,86;133,2;146,38;-9;146,52;112,86;LINE-1 5,0 mm;LINE-1;SUPPLIER-1;4427;0;0;75430;8513,0298;74728;9953,7696;0;0;0;1440,7398;2436,11676;3,0727269421;1,8172363791;702;0;0;0,62;0,59;0,22;2402;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;12;15,3;0;0;0;0;4;8831,62;8,9870254413;1,5294024754;1004;100-150;100-150;77;BAD;1/6/2014;290;4437;0,930664192
REGION-1;SITE-2;103_07-3-0;103_‘”_0614_172;‘”…–œ’—¡;;3,54;HATCHERY-2;;2014;June;5/6/2014;31/8/2014;1,91;23,62;23,53;0,38;22,9;1,91;LINE-2 2.0mm;LINE-2;SUPPLIER-1;3652;0;0;37000;70,67;150490;3554,5738;0;0;254,61;3229,2938;3120,941;1,1308974117;1,1701598973;9510;0;0;5,09;5,23;2,89;1200;0;-;‘”…–œ’—¡ 2014;;Unchecked;;0;0;23,05;0;0;1;0;1;9510;5,94375;1,1308974117;1922;0-20;20-50;87;GOOD;1/6/2014;91;2097,55;25,7027027027
REGION-1;SITE-2;103_07-3-0;103_‘”_0614_172;‘”…–œ’—¡;3,54;3,74;HATCHERY-2;;2014;June;31/8/2014;22/9/2014;23,62;45,4;39,3;15,52;24,19;23,62;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;2742,5;0;0;150490;3554,5738;148880;6759,152;0;0;0;3204,5782;46,8334;0,8558068578;58,5586355037;1610;0;0;2,5;3,48;2,97;2342,5;0;-;‘”…–œ’—¡ 2014;;Unchecked;;0;0;24,19;0;0;0;0;2;11120;6,95;0,9783377723;551;20-50;20-50;22;GOOD;1/6/2014;113;2733,47;1,0698385275
REGION-1;SITE-2;103_07-3-0;103_‘”_0614_172;‘”…–œ’—¡;2,05;2,7;HATCHERY-2;;2014;June;19/11/2014;13/12/2014;53,2;70,6;66,97;5,42;66,62;53,2;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1485;0;0;77318;4113,3176;76953;5432,8818;0;0;0;1319,5642;1013,29126;1,1253715431;1,4655213744;415;0;0;1,3;1,34;1,18;1390;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;2;18,18;0;0;1;0;1;8051,45;8,0694214084;1,7076515308;418;50-100;50-100;24;GOOD;1/6/2014;195;3545,1;0,5367443545
REGION-1;SITE-2;103_07-3-0;103_‘”_0614_172;‘”…–œ’—¡;2,7;3,12;HATCHERY-2;;2014;June;13/12/2014;31/12/2014;70,6;81,79;82,1;-0,38;79,41;70,6;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1290;0;0;76953;5432,8818;76693;6272,72047;0;0;0;839,83867;657,30933;1,5360092909;1,9625463098;260;0;0;1,23;1,25;0,82;1155;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;2;17,32;0;0;0;0;2;8311,45;8,3300017469;1,6715188171;301;50-100;50-100;18;BAD;1/6/2014;213;3689,16;0,3378685691
REGION-1;SITE-2;103_07-3-0;103_‘”_0614_172;‘”…–œ’—¡;3,12;3,83;HATCHERY-2;;2014;…Ô˝ÌÈÔÚ;31/12/2014;17/3/2015;81,79;101,13;110,1;-8,15;110,11;81,79;BL 3.5 BREAM;LINE-2;SUPPLIER-1;3720;0;0;76693;6272,72047;76073;7693,26249;0;0;0;1420,54202;2103,67756;2,6187187339;1,768331835;620;0;0;0,7;0,67;0,28;2535;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;12;15,31;0;0;0;0;4;8931,45;8,9513856309;1,851265727;990;50-100;100-150;76;BAD;1/6/2014;289;4424,59;0,8084179782
REGION-1;SITE-2;103_08-1-0;103_‘”_0614_172;‘”…–œ’—¡;3,1;4,34;HATCHERY-2;;2014;June;3/11/2014;11/12/2014;76,72;108,4;106,57;1,72;106,02;76,72;BL 3.5 BREAM;LINE-2;SUPPLIER-1;3220;0;0;73208;5616,51776;72488;7857,6992;0;0;0;2241,18144;2068,66;1,4367422211;1,5565631858;970;0;0;1,27;1,28;0,91;3220;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;2;18,49;0;0;1;0;1;8402,96;8,9864002382;1,3579639483;665;50-100;100-150;38;GOOD;1/6/2014;193;3568,57;1,3249918042
REGION-1;SITE-2;103_08-1-0;103_‘”_0614_172;‘”…–œ’—¡;4,34;4,84;HATCHERY-2;;2014;June;11/12/2014;31/12/2014;108,4;121,47;121,46;0,01;119,76;108,4;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1510;0;0;72488;7857,6992;72158;8765,03226;0;0;0;907,33306;783,94288;1,6642179885;1,9261607427;330;0;0;0,91;0,92;0,57;1315;0;¡;‘”…–œ’—¡ 2015;;Unchecked;;0;2;17,38;0;0;0;0;2;8732,96;9,3393130307;1,3845346538;337;100-150;100-150;20;GOOD;1/6/2014;213;3701,94;0,4552477651
REGION-1;SITE-2;103_09-1-0;103_‘”_0614_172;‘”…–œ’—¡;4,13;5,2;HATCHERY-2;;2014;June;3/11/2014;13/12/2014;57,84;74,65;86,16;-13,36;85,54;57,84;BL 3.5 BREAM;LINE-2;SUPPLIER-1;2831;0;0;71812;4153,60608;70012;5226,3958;0;0;0;1072,78972;1835,2204;2,638914176;1,5425940121;2050;0;0;1,52;1,41;0,64;2710;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;2;18,45;0;0;1;0;1;8963,87;9,9488775219;1,8884937617;701;50-100;50-100;40;BAD;1/6/2014;195;3597,75;2,8546760987
REGION-1;SITE-2;103_09-1-0;103_‘”_0614_172;‘”…–œ’—¡;5,2;5,95;HATCHERY-2;;2014;June;13/12/2014;31/12/2014;74,65;85,85;86,3;-0,52;83,53;74,65;BL 3.5 BREAM;LINE-2;SUPPLIER-1;1200;0;0;70012;5226,3958;69642;5978,7657;0;0;0;752,3699;590,80046;1,5949601386;2,0311426298;370;0;0;1,19;1,21;0,78;1095;0;¬;‘”…–œ’—¡ 2015;;Unchecked;;0;2;17,32;0;0;0;0;2;9333,87;10,3595354948;1,8365948446;301;50-100;50-100;18;BAD;1/6/2014;213;3689,16;0,5284808319
REGION-1;SITE-2;103_09-2-0;103_‘”_0614_172;‘”…–œ’—¡;;3,44;HATCHERY-2;;2014;June;5/6/2014;31/8/2014;1,88;20,11;20,09;0,1;19,64;1,88;LINE-2 2.0mm;LINE-2;SUPPLIER-1;3475;0;0;180000;338,4;172160;3462,1376;0;0;0;3123,7376;3042,8224;1,112449394;1,1420318189;7840;0;0;2,97;3,02;2,72;1225;0;-;‘”…–œ’—¡ 2014;;Unchecked;;0;0;23,05;0;0;0;0;1;7840;4,3555555556;1,112449394;1579;0-20;20-50;87;GOOD;1/6/2014;91;2097,55;4,3555555556
REGION-1;SITE-2;103_09-2-0;103_‘”_0614_172;‘”…–œ’—¡;3,44;3,02;HATCHERY-2;;2014;June;31/8/2014;26/9/2014;20,11;35,7;36,22;-1,44;20,36;20,11;LINE-2 2,5 mm;LINE-2;SUPPLIER-1;3189;0;0;172160;3462,1376;170270;6078,639;0;0;0;2616,5014;4,5596;1,2188030933;699,4034564435;1890;0;0;2,64;3,54;2,21;2769;0;-;‘”…–œ’—¡ 2014;;Unchecked;;0;0;24,12;0;0;0;0;2;9530;5,2944444444;1,1420858099;646;20-50;20-50;26;BAD;1/6/2014;117;2822,04;1,0978159851
REGION-1;SITE-2;103_10-2-0;103_‘”_0614_172;‘”…–œ’—¡;;2,25;HATCHERY-2;;2014;June;5/6/2014;31/8/2014;2,39;12,17;12,18;-0,08;12,07;2,39;LINE-2 1,6 mm;LINE-2;SUPPLIER-1;1990;0;0;200000;478;185750;2260,5775;0;0;0;1782,5775;1764,0025;1,1163609997;1,128116315;14250;0;0;1,99;2;1,87;985;0;;‘”…–œ’—¡ 2014;;Unchecked;;0;0;23,05;0;0;0;0;1;14250;7,125;1,1163609997;1311;0-20;0-20;87;BAD;1/6/2014;91;2097,55;7,125
