Region;Site;Unit;Batch;Species;Start Fish Density;End Fish Density;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Period Feed Qty;Suggested Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Transfer - (Kg);Transfer + (Kg);Biomass Produced;Biomass Produced Before Sampl.;Econ. FCR Period;Econ FCR Period Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Current Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Day Degrees;Start Av. Weight Category;End Av. Weight Category;CLASS;LOTSTART;AGE
REGION-1;SITE-1;121_Τ8;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;3.04;3.23;HATCH-1;;2014;March;12/20/2014;12/31/2014;101.49;108.01;107.74;0.25;104.67;101.49;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;490;0;0;47760;4847.1624;47570;5138.0357;0;0;0;290.8733;131.9895;1.6845822563;3.712416518;230;0;0;0.89;0.91;0.57;490;0;Β;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.78;0;0;1;0;1;3578.4;7.4865213744;1.8035436532;183;100-150;100-150;GOOD;3/1/2014;305
REGION-1;SITE-1;121_Τ8;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;3.23;3.91;HATCH-1;;2014;March;12/31/2014;2/27/2015;108.01;131.96;126.85;4.03;126.04;108.01;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1615;0;0;47570;5138.0357;47250;6235.11;0;0;0;1097.0743;817.3543;1.4720971952;1.9758873233;320;0;0;0.49;0.5;0.35;1485;0;Β;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.65;0;0;0;0;3;3898.4;8.1560068539;1.7369358767;835;100-150;100-150;GOOD;3/1/2014;363
REGION-1;SITE-1;121_Τ8;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;3.91;4.15;HATCH-1;;2014;March;2/27/2015;3/31/2015;131.96;140.65;141.25;-0.42;141.25;131.96;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;810;0;0;47250;6235.11;47050;6617.5825;0;0;0;382.4725;410.7025;2.1177993189;1.9722305075;200;0;0;0.39;0.39;0.2;350;0;Β;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;13.85;0;0;0;0;3;4098.4;8.5744352785;1.7592874254;448;100-150;100-150;BAD;3/1/2014;395
REGION-1;SITE-1;121_Λ3;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;0.6;5.08;HATCH-1;;2014;May;5/13/2014;8/31/2014;2.7;36.16;36.24;-0.22;20.53;2.7;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;7210.5;0;0;178000;480.6;186370;6739.1392;0;0;108.5;6150.0392;3237.0761;1.1724315513;2.22747312;7130;0;0;2.81;4.2;2.36;2288;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;20.27;0;0;1;0;1;7130;3.684754522;1.1726126855;2237;0-20;20-50;BAD;5/1/2014;122
REGION-1;SITE-1;121_Λ3;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;5.08;7.09;HATCH-1;;2014;May;8/31/2014;9/30/2014;36.16;51.54;59.11;-12.81;36.95;36.16;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;5126;0;0;186370;6739.1392;182500;9406.05;0;0;0;2666.9108;4.2358;1.9220740341;1210.1610085462;3870;0;0;2.14;2.53;1.18;2751;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;23.85;0;0;0;0;2;10850;5.6072351421;1.3799718056;739;20-50;50-100;BAD;5/1/2014;152
REGION-1;SITE-1;121_Λ4;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;;3.93;HATCH-1;;2014;May;5/13/2014;8/31/2014;2.05;31.05;31.14;-0.29;16.68;2.05;BLUELINE 2.0mm;ΒLUE LINE;FEEDUS;5649;0;0;175000;358.75;168193;5222.39265;0;0;0;4863.64265;2446.70924;1.1614751343;2.3088154112;6807;0;0;2.83;4.32;2.47;2369;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;20.27;0;0;0;0;1;6807;3.8897142857;1.1614751343;2156;0-20;20-50;BAD;5/1/2014;122
REGION-1;SITE-1;121_Λ4;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;3.93;6.2;HATCH-1;;2014;May;8/31/2014;9/30/2014;31.05;49.6;52.74;-5.95;31.69;31.05;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;4359;0;0;168193;5222.39265;166006;8233.8976;0;0;0;3011.50495;38.33749;1.447449057;113.700714366;2187;0;0;2.2;2.77;1.56;2756;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;23.85;0;0;0;0;2;8844;5.0537142857;1.2517463174;739;20-50;20-50;BAD;5/1/2014;152
REGION-1;SITE-1;121_Λ5;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;;3.74;HATCH-1;;2014;May;5/13/2014;8/31/2014;2.05;31.18;31.22;-0.13;17.24;2.05;BLUELINE 2.0mm;ΒLUE LINE;FEEDUS;5362.5;0;0;166000;340.3;159175;4963.0765;0;0;0;4622.7765;2403.877;1.1600171455;2.2307713747;6825;0;0;2.83;4.23;2.47;2207;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;20.27;0;0;0;0;1;6825;4.1114457831;1.1600171455;2157;0-20;20-50;BAD;5/1/2014;122
REGION-1;SITE-1;121_Λ5;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;3.74;5.84;HATCH-1;;2014;May;8/31/2014;9/30/2014;31.18;49.41;55.44;-10.88;31.94;31.18;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;4611;0;0;159175;4963.0765;156894;7752.13254;0;0;0;2789.05604;48.11786;1.6532475267;95.8272042855;2281;0;0;2.46;3.08;1.53;3189;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;23.85;0;0;0;0;2;9106;5.4855421687;1.3264600822;739;20-50;20-50;BAD;5/1/2014;152
REGION-1;SITE-1;121_A1;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;0.52;2.96;HATCH-1;;2014;May;11/18/2014;12/18/2014;103.49;119.8;126.64;-5.4;117.88;103.49;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;8900;0;0;86100;8910.489;420715;50401.657;0;0;36020.1675;5471.0005;4663.2277;1.6267591275;1.908549308;1135;0;0;9.4;10.92;0.49;8900;0;Α;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.4;0;0;5;0;1;33202.42;7.4015663426;1.2842201904;570;100-150;100-150;BAD;5/1/2014;231
REGION-1;SITE-1;121_A1;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;2.96;3.12;HATCH-1;;2014;May;12/18/2014;12/30/2014;119.8;126.34;126.86;-0.41;122.97;119.8;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;4850;0;0;420715;50401.657;420715;53153.1331;0;0;0;2751.4761;1333.66655;1.7626902156;3.6365911704;70;0;0;0.78;0.79;0.44;4850;0;Α;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.94;0;0;0;0;2;33202.42;7.4015663426;1.3018260984;203;100-150;100-150;BAD;5/1/2014;243
REGION-1;SITE-1;121_A1;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;3.12;3.15;HATCH-1;;2014;May;12/30/2014;12/31/2014;126.34;127.3;127.25;0.04;126.68;126.34;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;650;0;0;420715;53153.1331;420375;53513.7375;0;0;0;360.6044;99.9719;1.8025293091;6.5018270134;340;0;0;1.22;1.22;0.76;650;0;Α;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.2;0;0;0;0;2;33542.42;7.4773599913;1.3052707067;32;100-150;100-150;GOOD;5/1/2014;244
REGION-1;SITE-1;121_A1;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;3.15;3.68;HATCH-1;;2014;May;12/31/2014;3/31/2015;127.3;150.05;162.5;-7.66;161.9;127.3;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;27785;0;0;420375;53513.7375;417240;62606.862;0;0;0;9093.1245;14037.4185;3.0556053643;1.9793525426;3475;0;0;0.53;0.51;0.18;22385;0;Α;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.37;0;0;0;0;4;36677.42;8.1762220165;1.557522338;1269;100-150;150-200;BAD;5/1/2014;334
REGION-1;SITE-1;121_A2;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;0.38;2.3;HATCH-1;;2014;May;11/18/2014;12/18/2014;74.66;93.52;97.01;-3.6;90.25;74.66;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;7745;0;0;86900;6487.954;418865;39172.2548;0;0;27019.6255;5664.6753;4294.98675;1.36724518;1.8032651672;1885;0;0;8.19;10.59;0.75;7745;0;Β;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.4;0;0;5;0;1;33869.53;7.5700724755;1.6297992613;570;50-100;50-100;BAD;5/1/2014;231
REGION-1;SITE-1;121_A2;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;2.3;2.49;HATCH-1;;2014;May;12/18/2014;12/30/2014;93.52;101.02;99.6;1.43;97.54;93.52;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;4000;0;0;418865;39172.2548;418865;42313.7423;0;0;0;3141.4875;1683.8373;1.2732821633;2.3755264241;120;0;0;0.82;0.83;0.64;4000;0;Β;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.94;0;0;0;0;2;33869.53;7.5700724755;1.5959525;203;50-100;100-150;GOOD;5/1/2014;243
REGION-1;SITE-1;121_A2;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;2.49;2.5;HATCH-1;;2014;May;12/30/2014;12/31/2014;101.02;101.72;101.69;0.03;101.02;101.02;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;475;0;0;418865;42313.7423;418425;42562.191;0;0;0;248.4487;-44.4488;1.9118634954;-10.6864527276;440;0;0;1.12;1.12;0.69;475;0;Β;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.2;0;0;0;0;2;34309.53;7.6684154961;1.5978454369;32;100-150;100-150;GOOD;5/1/2014;244
REGION-1;SITE-1;121_A2;121_ΤΣ_0514_105;ΤΣΙΠΟΥΡΑ;2.5;3;HATCH-1;;2014;May;12/31/2014;3/31/2015;101.72;124.56;129.54;-3.84;129.11;101.72;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;21055;0;0;418425;42562.191;410206;51095.25936;0;0;0;8533.06836;10399.50566;2.467459431;2.0246154662;8659;0;0;0.5;0.49;0.23;21055;0;Β;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.37;0;0;0;0;4;42528.53;9.5054184211;1.7402648928;1269;100-150;100-150;BAD;5/1/2014;334
REGION-1;SITE-2;119_Β4;119_ΤΣ_0714_108;ΤΣΙΠΟΥΡΑ;1;1.52;HATCH-1;;2014;July;7/29/2014;8/31/2014;5.21;13.81;13.5;2.3;10.4;5.21;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;1405;0;0;153530;799.8913;146160;2018.4696;0;0;0;1218.5783;720.1727;1.1529829474;1.9509209388;7840;0;0;3.23;3.8;2.95;647;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;23.68;0;0;0;0;1;7840;5.0909090909;1.1553045004;803;0-20;0-20;GOOD;7/1/2014;61
REGION-1;SITE-2;119_Β4;119_ΤΣ_0714_108;ΤΣΙΠΟΥΡΑ;1.52;3.28;HATCH-1;;2014;July;8/31/2014;9/30/2014;13.81;30.02;30;0.07;14.34;13.81;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;2762;0;0;146160;2018.4696;145080;4355.3016;0;0;0;2336.832;61.9776;1.181942048;44.564487815;1080;0;0;3.03;4.49;2.59;1872;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;24.12;0;0;0;0;2;8920;5.7922077922;1.1517152338;747;0-20;20-50;GOOD;7/1/2014;91
REGION-1;SITE-2;119_Β4;119_ΤΣ_0714_108;ΤΣΙΠΟΥΡΑ;3.28;8.21;HATCH-1;;2014;July;9/30/2014;12/19/2014;30.02;76.58;81.79;-6.37;70.37;30.02;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;9675;0;0;145080;4355.3016;142250;10893.505;0;0;0;6538.2034;5654.8309;1.4797643034;1.710926493;2830;0;0;1.7;1.78;1.17;5740;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;22.59;0;0;0;0;2;11750;7.6298701299;1.3533620746;1600;20-50;50-100;BAD;7/1/2014;171
REGION-1;SITE-2;119_Β4;119_ΤΣ_0714_108;ΤΣΙΠΟΥΡΑ;8.21;8.75;HATCH-1;;2014;July;12/19/2014;12/31/2014;76.58;81.85;81.67;0.22;80.31;76.58;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1070;0;0;142250;10893.505;141855;11610.83175;0;0;0;717.32675;498.87005;1.4916493774;2.1448471401;395;0;0;0.79;0.8;0.55;1070;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;17.17;0;0;0;0;2;12145;7.8863636364;1.3625397827;157;50-100;50-100;GOOD;7/1/2014;183
REGION-1;SITE-1;121_Τ8;121_ΤΣ_0414_103;ΤΣΙΠΟΥΡΑ;0.84;1.17;HATCH-1;;2014;April;4/9/2014;4/30/2014;4.8;6.76;6.97;-3.01;6.98;4.8;MICROLINE 0,8-1,3 mm;MICROLINE;FEEDUS;372;0;0;139000;667.2;137720;930.9872;0;0;0;263.7872;294.0856;1.410227638;1.2649378276;1280;0;0;2.24;2.2;1.63;372;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;15.16;0;0;0;0;1;1280;0.9208633094;1.410227638;319;0-20;0-20;BAD;4/1/2014;29
REGION-1;SITE-1;121_Τ8;121_ΤΣ_0414_103;ΤΣΙΠΟΥΡΑ;1.17;1.72;HATCH-1;;2014;April;4/30/2014;6/27/2014;6.76;16.92;15.64;8.18;12.59;6.76;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;1485.5;0;0;137720;930.9872;134902;2282.54184;0;0;0;1351.55464;767.42898;1.0991046577;1.935684003;2818;0;0;1.7;2.01;1.58;472;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;17.17;0;0;0;0;2;4098;2.9482014388;1.1406254419;978;0-20;0-20;GOOD;4/1/2014;87
REGION-1;SITE-1;121_Τ8;121_ΤΣ_0414_103;ΤΣΙΠΟΥΡΑ;1.72;3.21;HATCH-1;;2014;April;6/27/2014;7/31/2014;16.92;31.87;31.97;-0.31;27.12;16.92;BLUELINE 2.0mm;ΒLUE LINE;FEEDUS;2385;0;0;134902;2282.54184;133598;4257.76826;0;0;0;1975.22642;1340.63592;1.2074565102;1.7790064882;1304;0;0;2.21;2.42;1.86;1081;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;21.15;0;0;0;0;2;5402;3.8863309353;1.1773902329;723;0-20;20-50;BAD;4/1/2014;121
REGION-1;SITE-1;121_Τ8;121_ΤΣ_0414_103;ΤΣΙΠΟΥΡΑ;3.21;5.71;HATCH-1;;2014;April;7/31/2014;8/31/2014;31.87;57.2;57.95;-1.29;42.77;31.87;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;4199;0;0;133598;4257.76826;132559;7582.3748;0;0;0;3324.60654;1411.78017;1.2630065993;2.9742590874;1039;0;0;2.35;2.75;1.89;3439;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;23.31;0;0;0;0;2;6441;4.6338129496;1.2040910376;746;20-50;50-100;BAD;4/1/2014;152
REGION-1;SITE-1;121_Τ8;121_ΤΣ_0414_103;ΤΣΙΠΟΥΡΑ;5.71;7.96;HATCH-1;;2014;April;8/31/2014;9/25/2014;57.2;76.41;80.39;-4.95;57.99;57.2;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;3674;0;0;132559;7582.3748;128946;9852.76386;0;0;0;2270.38906;-104.79626;1.6182248517;-35.058503042;3613;0;0;1.7;1.95;1.16;1525;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;23.93;0;0;0;0;2;10054;7.2330935252;1.2819572298;621;50-100;50-100;BAD;4/1/2014;177
REGION-1;SITE-1;121_Τ8;121_ΤΣ_0414_103;ΤΣΙΠΟΥΡΑ;7.96;8.65;HATCH-1;;2014;April;9/25/2014;9/30/2014;76.41;83.1;84;-1.07;76.41;76.41;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1215;0;0;128946;9852.76386;128875;10709.5125;0;0;0;856.74864;-5.42511;1.4181522366;-223.9585925447;71;0;0;2.36;2.47;1.68;890;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;23.47;0;0;0;0;2;10125;7.2841726619;1.2821250086;142;50-100;50-100;BAD;4/1/2014;182
REGION-1;SITE-1;121_K5;121_ΤΣ_0414_103;ΤΣΙΠΟΥΡΑ;5.46;5.95;HATCH-1;;2014;April;12/6/2014;12/9/2014;157.54;171.49;160;7.18;159.26;157.54;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;310;0;0;76700;12083.318;76700;13153.283;0;0;0;1069.965;131.924;0.2897291033;2.3498377854;0;0;0;0.82;0.85;2.83;175;0;Α;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.2;0;0;1;0;1;8270.93;9.137793143;1.2781937448;54;150-200;150-200;GOOD;4/1/2014;252
REGION-1;SITE-1;121_K5;121_ΤΣ_0414_103;ΤΣΙΠΟΥΡΑ;5.95;6.56;HATCH-1;;2014;April;12/9/2014;12/31/2014;171.49;189.55;188.87;0.36;184;171.49;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;2240;0;0;76700;13153.283;76520;14504.366;0;0;0;1351.083;926.397;1.6579292316;2.4179698337;180;0;0;0.74;0.75;0.46;1425;0;Α;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;17.29;0;0;0;0;2;8450.93;9.3366586594;1.3146583922;364;150-200;150-200;GOOD;4/1/2014;274
REGION-1;SITE-1;121_K5;121_ΤΣ_0414_103;ΤΣΙΠΟΥΡΑ;6.56;7.36;HATCH-1;;2014;April;12/31/2014;2/27/2015;189.55;213.62;217.95;-1.99;216.66;189.55;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;4410;0;0;76520;14504.366;76170;16271.4354;0;0;0;1767.0694;1998.6262;2.4956574994;2.2065156556;350;0;0;0.49;0.49;0.21;4410;0;Α;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.65;0;0;0;0;3;8800.93;9.723341608;1.4360141015;835;150-200;200-250;BAD;4/1/2014;332
REGION-1;SITE-1;121_K5;121_ΤΣ_0414_103;ΤΣΙΠΟΥΡΑ;7.36;7.47;HATCH-1;;2014;April;2/27/2015;3/20/2015;213.62;217.25;220.98;-1.69;220.93;213.62;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;1250;0;0;76170;16271.4354;76080;16528.38;0;0;0;256.9446;536.919;4.8648619197;2.3280979068;90;0;0;0.36;0.36;0.08;1250;0;Α;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;13.88;0;0;0;0;3;8890.93;9.8227743662;1.4907567578;294;200-250;200-250;BAD;4/1/2014;353
REGION-1;SITE-1;121_Τ9;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;8.94;9.35;HATCH-1;;2014;March;12/17/2014;12/18/2014;145.92;152.63;146.89;3.91;146.92;145.92;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;125;0;0;81280;11860.3776;81280;12405.7664;0;0;0;545.3888;81.28;0.2291942922;1.5378937008;0;0;0;1.03;1.05;4.5;125;0;Α;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;17.55;0;0;1;0;1;6597.36;7.5652714164;1.3701352647;36;100-150;150-200;GOOD;3/1/2014;292
REGION-1;SITE-1;121_Τ9;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;9.35;9.85;HATCH-1;;2014;March;12/18/2014;12/31/2014;152.63;161.16;161.03;0.08;156.75;152.63;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;1170;0;0;81280;12405.7664;81150;13078.134;0;0;0;672.3676;314.4961;1.7401195418;3.7202369123;130;0;0;0.71;0.72;0.42;1170;0;Α;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;16.88;0;0;0;0;2;6727.36;7.7143439673;1.3875116443;219;150-200;150-200;GOOD;3/1/2014;305
REGION-1;SITE-1;121_Τ10;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;;0.43;HATCH-1;;2014;March;3/15/2014;3/31/2014;2.1;2.3;2.36;-2.54;2.33;2.1;MICROLINE 0,8-1,3 mm;MICROLINE;FEEDUS;46;0;0;150000;315;149060;342.838;0;0;0;27.838;32.3098;1.6524175587;1.4237166432;940;0;0;0.87;0.87;0.57;46;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;14.72;0;0;0;0;1;940;0.6266666667;1.4189237733;150;0-20;0-20;BAD;3/1/2014;30
REGION-1;SITE-1;121_Τ10;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;0.43;0.74;HATCH-1;;2014;March;3/31/2014;4/30/2014;2.3;4.01;4.16;-3.61;4.18;2.3;MICROLINE 0,8-1,3 mm;MICROLINE;FEEDUS;326;0;0;149060;342.838;147210;590.3121;0;0;0;247.4741;272.4998;1.317309569;1.1963311533;1850;0;0;2.39;2.33;1.85;326;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;15.17;0;0;0;0;2;2790;1.86;1.3275842217;472;0-20;0-20;BAD;3/1/2014;60
REGION-1;SITE-1;121_Τ10;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;0.74;1.28;HATCH-1;;2014;March;4/30/2014;6/27/2014;4.01;11.87;11.43;3.85;8.86;4.01;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;1282.5;0;0;147210;590.3121;143459;1702.85833;0;0;0;1112.54623;680.73464;1.1527610857;1.8839940333;3751;0;0;2.11;2.49;1.87;769;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;17.17;0;0;0;0;2;6231;4.154;1.1763961636;1013;0-20;0-20;GOOD;3/1/2014;118
REGION-1;SITE-1;121_Τ10;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;1.28;5.13;HATCH-1;;2014;March;6/27/2014;8/31/2014;11.87;45.06;45.29;-0.51;28.88;11.87;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;5598;0;0;143459;1702.85833;141022;6354.45132;0;0;0;4651.59299;2369.85703;1.2034586887;2.362167814;2747;0;0;2.44;3.17;2.05;3171;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;22.18;0;0;0;0;2;8978;5.9853333333;1.1914989655;1465;0-20;20-50;BAD;3/1/2014;183
REGION-1;SITE-1;121_Τ10;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;5.13;6.62;HATCH-1;;2014;March;8/31/2014;9/25/2014;45.06;58.17;70.68;-17.7;45.92;45.06;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;4391;0;0;141022;6354.45132;140757;8187.83469;0;0;0;1833.38337;109.11012;2.3950255423;40.2437464096;280;0;0;2.43;2.74;1.02;2171;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;23.93;0;0;0;0;2;9243;6.162;1.446874023;621;20-50;50-100;BAD;3/1/2014;208
REGION-1;SITE-1;121_Τ10;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;6.62;7.31;HATCH-1;;2014;March;9/25/2014;9/30/2014;58.17;64.25;64.93;-1.05;58.17;58.17;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1165;0;0;140757;8187.83469;140757;9043.63725;0;0;0;855.80256;0;1.3612952969;0;0;0;0;2.71;0;1.99;850;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;23.47;0;0;0;0;2;9243;6.162;1.4253084008;142;50-100;50-100;BAD;3/1/2014;213
REGION-1;SITE-1;121_Τ7;121_ΤΣ_0414_103;ΤΣΙΠΟΥΡΑ;3.05;3.73;HATCH-1;;2014;April;11/8/2014;12/18/2014;100.78;146.13;144.53;1.11;140.39;100.78;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;2562;0;0;37450;3774.211;37290;5449.1877;0;0;0;1674.9767;1460.9321;1.5295735159;1.7536749312;160;0;0;1.4;1.43;0.93;2427;0;Β;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.69;0;0;1;0;1;3743.27;8.4602600998;1.6804308464;767;100-150;100-150;GOOD;4/1/2014;261
REGION-1;SITE-1;121_Τ7;121_ΤΣ_0414_103;ΤΣΙΠΟΥΡΑ;3.73;3.97;HATCH-1;;2014;April;12/18/2014;12/31/2014;146.13;155.94;155.94;0;150.4;146.13;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;615;0;0;37290;5449.1877;37216;5803.46304;0;0;0;354.27534;148.0987;1.735937929;4.1526360461;74;0;0;0.84;0.86;0.5;565;0;Β;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.88;0;0;0;0;2;3817.27;8.6275093891;1.6794766127;219;100-150;150-200;BAD;4/1/2014;274
REGION-1;SITE-1;121_Τ7;121_ΤΣ_0414_103;ΤΣΙΠΟΥΡΑ;3.97;5.33;HATCH-1;;2014;April;12/31/2014;3/31/2015;155.94;192.1;195.65;-1.81;194.69;155.94;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;2880;0;0;37216;5803.46304;36826;7074.2746;0;0;0;1270.81156;1366.1909;2.2662683364;2.108050932;390;0;0;0.5;0.5;0.23;2880;0;Β;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.37;0;0;0;0;4;4207.27;9.5089583466;1.7786767248;1269;150-200;150-200;BAD;4/1/2014;364
REGION-1;SITE-1;121_Τ9;121_ΤΣ_0314_102;ΤΣΙΠΟΥΡΑ;0.36;0.46;HATCH-1;;2014;March;3/15/2014;3/31/2014;2.4;3.08;3.09;-0.32;3.02;2.4;MICROLINE 0,8-1,3 mm;MICROLINE;FEEDUS;97;0;0;119625;287.1;118875;366.135;0;0;0;79.035;71.9025;1.2273043588;1.3490490595;1125;0;0;1.87;1.88;1.56;97;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;14.72;0;0;0;0;1;1125;0.9375;1.0814615729;238;0-20;0-20;BAD;3/1/2014;30
