Region;Site;Unit;Batch;Species;Start Fish Density;End Fish Density;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Period Feed Qty;Suggested Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Transfer - (Kg);Transfer + (Kg);Biomass Produced;Biomass Produced Before Sampl.;Econ. FCR Period;Econ FCR Period Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Current Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Day Degrees;Start Av. Weight Category;End Av. Weight Category;CLASS;LOTSTART;AGE
REGION-2;SITE-3;274_122-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;1.62;2.56;HATCH-4;;2014;July;9/30/2014;10/30/2014;24.39;39;41.17;-5.27;33.47;24.39;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;2664;0;0;133395;3253.50405;132155;5154.045;0;0;0;1900.54095;1169.7238;1.4017061827;2.2774607134;1240;0;0;2.15;2.33;1.56;2215;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;23.9;0;0;0;0;2;12845;8.8586206897;1.2505210504;694;20-50;20-50;BAD;7/1/2014;121
REGION-2;SITE-3;274_122-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;2.56;3.98;HATCH-4;;2014;July;10/30/2014;11/26/2014;39;61;55.16;10.59;46.82;39;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;2715;0;0;132155;5154.045;131205;8003.505;0;0;0;2849.46;988.9731;0.9528121118;2.745271838;950;0;0;1.55;1.78;1.66;2715;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;20.58;0;0;0;0;2;13795;9.5137931034;1.1264665253;575;20-50;50-100;GOOD;7/1/2014;148
REGION-2;SITE-3;274_122-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;3.98;5.21;HATCH-4;;2014;July;11/26/2014;12/24/2014;61;80;76.72;4.28;71.9;61;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;2837;0;0;131205;8003.505;131005;10480.4;0;0;0;2476.895;1415.7545;1.1453856542;2.0038784973;210;0;0;1.1;1.17;0.97;2587;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.89;0;0;0;0;2;13995;9.6517241379;1.1211612955;507;50-100;50-100;GOOD;7/1/2014;176
REGION-2;SITE-3;274_122-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;5.21;5.37;HATCH-4;;2014;July;12/24/2014;12/31/2014;80;82.4;82.71;-0.37;81.16;80;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;525;0;0;131005;10480.4;130965;10791.516;0;0;0;311.116;148.7194;1.6874734826;3.5301379645;60;0;0;0.71;0.71;0.42;525;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;17.85;0;0;0;0;2;14035;9.6793103448;1.1309592742;126;50-100;50-100;BAD;7/1/2014;183
REGION-2;SITE-3;274_122-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;5.37;4.88;HATCH-4;;2014;July;12/31/2014;1/27/2015;82.4;90;90.9;-0.99;90.65;82.4;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1823;0;0;130965;10791.516;130775;11769.75;0;0;0;978.234;1063.23775;1.863562297;1.7145741863;190;0;0;0.6;0.6;0.33;1823;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.1;0;0;0;0;2;14225;9.8103448276;1.1877142162;419;50-100;50-100;BAD;7/1/2014;210
REGION-2;SITE-3;274_122-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;4.88;5.25;HATCH-4;;2014;July;1/27/2015;2/26/2015;90;97;98.23;-1.25;97.94;90;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1827;0;0;130775;11769.75;130505;12658.985;0;0;0;889.235;1011.9097;2.0545749999;1.8054970715;270;0;0;0.5;0.5;0.25;1827;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.99;0;0;0;0;3;14495;9.9965517241;1.2458399908;420;50-100;50-100;BAD;7/1/2014;240
REGION-2;SITE-3;274_122-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;5.25;5.66;HATCH-4;;2014;July;2/26/2015;3/30/2015;97;105;105.8;-0.76;105.33;97;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;2025;0;0;130505;12658.985;130165;13667.325;0;0;0;1008.34;1051.29445;2.0082511851;1.9261967948;340;0;0;0.48;0.48;0.25;2025;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.97;0;0;0;0;3;14835;10.2310344828;1.2993696664;479;50-100;100-150;BAD;7/1/2014;272
REGION-2;SITE-3;500_38-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;3.71;3.92;HATCH-2;;2014;May;3/20/2015;3/30/2015;186.66;198;189.39;4.55;189.25;186.66;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;379;0;0;73185;13660.7121;72935;14441.13;0;0;0;780.4179;142.23665;0.4856372464;2.6645734415;350;0;0;0.27;0.28;0.59;379;0;Β;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;15;0;0;1;0;1;22197.83;22.7742858922;1.7012570844;120;150-200;150-200;GOOD;5/1/2014;333
REGION-2;SITE-3;274_106-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;;2.57;HATCH-2;;2014;September;9/2/2014;9/29/2014;7;17;13.72;23.91;11.61;7;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;1625;0;0;195000;1365;182620;3104.54;0;0;0;1739.54;755.2182;0.9341550065;2.1516960264;12380;0;0;2.84;3.51;3.29;1625;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;27.34;0;0;0;0;1;12380;6.3487179487;0.9341550065;657;0-20;0-20;GOOD;9/1/2014;28
REGION-2;SITE-3;274_106-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;2.57;2.63;HATCH-2;;2014;September;9/29/2014;9/30/2014;17;17.35;17.7;-1.98;17.35;17;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;150;0;0;182620;3104.54;182620;3168.457;0;0;0;63.917;63.917;2.3467934978;2.3467934978;700;0;0;4.78;4.78;2.04;150;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;26.2;0;0;0;0;2;12380;6.3487179487;0.9426340634;52;0-20;0-20;BAD;9/1/2014;29
REGION-2;SITE-3;274_106-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;2.63;2.48;HATCH-2;;2014;September;9/30/2014;10/30/2014;17.35;25;28.64;-12.71;24.21;17.35;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;2420;0;0;182620;3168.457;179300;4482.5;0;0;0;1314.043;1172.396;1.8416444515;2.0641489736;3320;0;0;2.13;2.17;1.22;1186;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;23.9;0;0;0;0;2;15700;8.0512820513;1.2975140337;718;0-20;20-50;BAD;9/1/2014;59
REGION-2;SITE-3;274_106-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;2.48;3.37;HATCH-2;;2014;September;10/30/2014;11/26/2014;25;35;35.52;-1.46;29.9;25;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;2297;0;0;179300;4482.5;174225;6097.875;0;0;0;1615.375;726.8275;1.421960845;3.1603097021;5075;0;0;1.62;1.76;1.25;2251;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;20.58;0;0;0;0;2;20775;10.6538461538;1.3213955577;575;20-50;20-50;BAD;9/1/2014;86
REGION-2;SITE-3;274_106-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;3.37;1.94;HATCH-2;;2014;September;11/26/2014;12/24/2014;35;50;43.56;14.78;43.18;35;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;1660;0;0;174225;6097.875;70265;3513.25;0;4121;0;1536.375;1057.1677;1.0804653812;1.5702333698;4460;0;0;-2.13;-3.91;1.27;1660;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.89;0;1;0;0;2;10234.54;12.7137869359;1.1449541658;507;20-50;50-100;GOOD;9/1/2014;114
REGION-2;SITE-3;274_106-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;1.94;2.03;HATCH-2;;2014;September;12/24/2014;12/31/2014;50;52.4;52.72;-0.61;51.18;50;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;266;0;0;70265;3513.25;70225;3679.79;0;0;0;166.54;80.8655;1.5972138826;3.2894126667;60;0;0;1.06;1.07;0.67;266;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;17.85;0;0;0;0;2;10274.54;12.7634766609;1.1569296923;126;50-100;50-100;BAD;9/1/2014;121
REGION-2;SITE-3;274_106-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;2.03;2.59;HATCH-2;;2014;September;12/31/2014;1/27/2015;52.4;67;61.33;9.25;61;52.4;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;934;0;0;70225;3679.79;70035;4692.345;0;0;0;1012.555;592.345;0.9224190291;1.5767838;190;0;0;0.83;0.87;0.91;835;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.1;0;0;0;0;2;10464.54;12.9995028543;1.0902150838;419;50-100;50-100;GOOD;9/1/2014;148
REGION-2;SITE-3;274_106-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;2.59;3.08;HATCH-2;;2014;September;1/27/2015;2/26/2015;67;80;74.71;7.08;74.31;67;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;862;0;0;70035;4692.345;69765;5581.2;0;0;0;888.855;491.89215;0.9697869731;1.7524166629;270;0;0;0.56;0.58;0.59;862;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.99;0;0;0;0;3;10734.54;13.3349084976;1.0613088441;420;50-100;50-100;GOOD;9/1/2014;178
REGION-2;SITE-3;274_101-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;0.46;0.64;HATCH-2;;2014;May;6/20/2014;6/27/2014;4.27;6;6.09;-1.48;6.13;4.27;MICROLINE 1.3 mm;MICROLINE;FEEDUS;260;0;0;129300;552.111;129070;774.42;0;0;0;222.309;239.0881;1.1695432933;1.0874652482;230;0;0;5.65;5.59;4.86;260;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;23.75;0;0;1;0;1;930;0.7153846154;1.1791248084;190;0-20;0-20;BAD;5/1/2014;57
REGION-2;SITE-3;274_101-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;0.64;1.02;HATCH-2;;2014;May;6/27/2014;7/30/2014;6;15.4;19.46;-20.86;13.35;6;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;1967;0;0;129070;774.42;119390;1838.606;0;0;0;1064.186;819.4365;1.8483610948;2.4004300516;9680;0;0;4.84;5.25;2.86;1437;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;25.74;0;0;0;0;2;10610;8.1615384615;1.6965513207;878;0-20;0-20;BAD;5/1/2014;90
REGION-2;SITE-3;274_101-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;1.02;1.41;HATCH-2;;2014;May;7/30/2014;8/29/2014;15.4;26.5;27.85;-4.85;20.96;15.4;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;2096;0;0;119390;1838.606;117660;3117.99;0;0;0;1279.384;627.5476;1.6382884263;3.339985684;2230;0;0;2.88;3.27;1.81;1043;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;27.61;0;0;0;0;2;12340;9.4923076923;1.638555899;856;0-20;20-50;BAD;5/1/2014;120
REGION-2;SITE-3;274_101-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;1.41;1.46;HATCH-2;;2014;May;8/29/2014;8/31/2014;26.5;27.36;27.77;-1.48;27.36;26.5;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;225;0;0;117660;3117.99;117660;3219.1776;0;0;0;101.1876;101.1876;2.2235926141;2.2235926141;50;0;0;3.55;3.55;1.6;225;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;28.07;0;0;0;0;2;12340;9.4923076923;1.632659093;84;20-50;20-50;BAD;5/1/2014;122
REGION-2;SITE-3;274_101-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;1.46;2.59;HATCH-2;;2014;May;8/31/2014;9/29/2014;27.36;49;46.15;6.18;27.79;27.36;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;3163;0;0;117660;3219.1776;116950;5730.55;0;0;0;2511.3724;30.8629;1.2594707181;102.4855084908;710;0;0;2.5;3.37;2.01;2213;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;27.39;0;0;0;0;2;13050;10.0384615385;1.4376667534;825;20-50;20-50;GOOD;5/1/2014;151
REGION-2;SITE-3;274_101-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;2.59;2.65;HATCH-2;;2014;May;9/29/2014;9/30/2014;49;50.03;51;-1.9;49;49;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;300;0;0;116950;5730.55;116950;5851.0085;0;0;0;120.4585;0;2.4904842747;0;40;0;0;5.18;0;2.08;300;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;26.2;0;0;0;0;2;13050;10.0384615385;1.433302799;52;20-50;50-100;BAD;5/1/2014;152
REGION-2;SITE-3;274_101-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;2.65;4.13;HATCH-2;;2014;May;9/30/2014;10/30/2014;50.03;79;80.89;-2.34;66.68;50.03;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;4452;0;0;116950;5851.0085;115500;9124.5;0;0;0;3273.4915;1850.5315;1.3600157508;2.405795308;1450;0;0;2.01;2.2;1.52;4052;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;23.9;0;0;0;0;2;14500;11.1538461538;1.3878858474;694;50-100;50-100;BAD;5/1/2014;182
REGION-2;SITE-3;274_101-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;4.13;6.21;HATCH-2;;2014;May;10/30/2014;11/26/2014;79;120;105.65;13.58;92.08;79;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;4253;0;0;115500;9124.5;114470;13736.4;0;0;0;4611.9;1415.8976;0.9221795789;3.0037482937;1030;0;0;1.4;1.6;1.55;3953;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;20.58;0;0;0;0;2;15530;11.9461538462;1.2109662118;575;50-100;100-150;GOOD;5/1/2014;209
REGION-2;SITE-3;274_101-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;6.21;7.23;HATCH-2;;2014;May;11/26/2014;12/24/2014;120;140;139.54;0.33;133.65;120;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;3512;0;0;114470;13736.4;114270;15997.8;0;0;0;2261.4;1535.7855;1.5530202529;2.2867776783;210;0;0;0.85;0.87;0.55;2088;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.89;0;0;0;0;2;15730;12.1;1.2520781716;507;100-150;100-150;GOOD;5/1/2014;237
REGION-2;SITE-3;274_101-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;7.23;7.43;HATCH-2;;2014;May;12/24/2014;12/31/2014;140;143.84;144.32;-0.33;141.9;140;BLUELINE 5,0 mm;ΒLUE LINE;FEEDUS;784;0;0;114270;15997.8;114230;16430.8432;0;0;0;433.0432;211.437;1.8104429304;3.7079602908;60;0;0;0.69;0.7;0.39;448;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;17.85;0;0;0;0;2;15770;12.1307692308;1.2602458929;126;100-150;100-150;BAD;5/1/2014;244
REGION-2;SITE-3;274_101-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;7.43;7.32;HATCH-2;;2014;May;12/31/2014;1/27/2015;143.84;142;155.28;-8.55;154.63;143.84;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;2250;0;0;114230;16430.8432;114040;16193.68;0;0;0;-237.1632;1203.162;-9.4871379708;1.8700723593;190;0;0;0.51;0.49;-0.05;2250;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.1;0;0;0;0;2;15960;12.2769230769;1.415915749;419;100-150;100-150;BAD;5/1/2014;271
REGION-2;SITE-3;274_101-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;7.32;7.97;HATCH-2;;2014;May;1/27/2015;2/26/2015;142;155;152.55;1.61;152.29;142;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;2188;0;0;114040;16193.68;113770;17634.35;0;0;0;1440.67;1132.3533;1.5187378095;1.932259128;270;0;0;0.43;0.44;0.29;2188;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.99;0;0;0;0;3;16230;12.4846153846;1.4201938011;420;100-150;150-200;GOOD;5/1/2014;301
REGION-2;SITE-3;274_114-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;1.73;2.05;HATCH-2;;2014;September;12/15/2014;12/24/2014;42.95;51;46.61;9.42;44.64;42.95;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;450;0;0;89000;3822.55;88890;4533.39;0;0;0;710.84;145.4996;0.6330538518;3.0927920077;110;0;0;1.2;1.28;1.91;450;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.35;0;0;1;0;1;10418.19;10.4907661694;1.1263613614;163;20-50;50-100;GOOD;9/1/2014;114
REGION-2;SITE-3;274_114-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;2.05;2.15;HATCH-2;;2014;September;12/24/2014;12/31/2014;51;53.52;53.83;-0.58;52.24;51;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;350;0;0;88890;4533.39;88850;4755.252;0;0;0;221.862;108.134;1.5775572203;3.2367248044;60;0;0;1.08;1.09;0.69;350;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;17.85;0;0;0;0;2;10458.19;10.5310448212;1.138671637;126;50-100;50-100;BAD;9/1/2014;121
REGION-2;SITE-3;274_114-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;2.15;2.81;HATCH-2;;2014;September;12/31/2014;1/27/2015;53.52;70;62.65;11.73;62.3;53.52;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1213;0;0;88850;4755.252;88660;6206.2;0;0;0;1450.948;768.266;0.8360051497;1.5788802316;190;0;0;0.82;0.88;0.99;1063;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.1;0;0;0;0;2;10648.19;10.7223684169;1.050072632;419;50-100;50-100;GOOD;9/1/2014;148
REGION-2;SITE-3;274_114-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;2.81;3.28;HATCH-2;;2014;September;1/27/2015;2/26/2015;70;82;78.01;5.11;77.73;70;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1134;0;0;88660;6206.2;88390;7247.98;0;0;0;1041.78;664.3547;1.0885215689;1.7069195115;270;0;0;0.56;0.58;0.53;1134;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.99;0;0;0;0;3;10918.19;10.9942493162;1.0505381882;420;50-100;50-100;GOOD;9/1/2014;178
REGION-2;SITE-3;274_114-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;3.28;3.86;HATCH-2;;2014;September;2/26/2015;3/30/2015;82;97;90.46;7.23;90;82;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1270;0;0;88390;7247.98;88050;8540.85;0;0;0;1292.87;676.52;0.9823106732;1.8772541832;340;0;0;0.5;0.52;0.52;1270;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.97;0;0;0;0;3;11258.19;11.336617856;1.034472092;479;50-100;50-100;GOOD;9/1/2014;210
REGION-2;SITE-3;500_42-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;5;5.37;HATCH-2;;2014;May;3/18/2015;3/30/2015;245;264;249.77;5.7;249.43;245;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;737;0;0;75210;18426.45;74960;19789.44;0;0;0;1362.99;270.8228;0.5407229694;2.7213366083;350;0;0;0.32;0.33;0.62;737;0;Α;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;15;0;0;1;0;1;18644.91;17.7656235573;1.510391876;165;200-250;250-300;GOOD;5/1/2014;333
REGION-2;SITE-3;274_100-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;0.98;1.44;HATCH-2;;2014;September;12/10/2014;12/24/2014;27.08;40;31.98;25.08;29.51;27.08;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;515;0;0;80000;2166.4;79710;3188.4;0;0;0;1022;185.8421;0.5039138943;2.7711697188;290;0;0;1.39;1.63;2.79;515;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.57;0;0;1;0;1;11491.34;12.5999683777;1.3247262767;258;20-50;20-50;GOOD;9/1/2014;114
REGION-2;SITE-3;274_100-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;1.44;1.52;HATCH-2;;2014;September;12/24/2014;12/31/2014;40;42.1;42.4;-0.71;41.05;40;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;266;0;0;79710;3188.4;79670;3354.107;0;0;0;165.707;82.0535;1.6052429891;3.2417873704;60;0;0;1.16;1.18;0.73;266;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;17.85;0;0;0;0;2;11531.34;12.6438273824;1.3278691743;126;20-50;20-50;BAD;9/1/2014;121
REGION-2;SITE-3;274_100-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;1.52;2.01;HATCH-2;;2014;September;12/31/2014;1/27/2015;42.1;56;49.32;13.54;49.02;42.1;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;855;0;0;79670;3354.107;79480;4450.88;0;0;0;1096.773;542.0026;0.7795596719;1.5774832076;190;0;0;0.82;0.88;1.06;855;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.1;0;0;0;0;2;11721.34;12.8521576547;1.1594389973;419;20-50;50-100;GOOD;9/1/2014;148
REGION-2;SITE-3;274_100-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;2.01;2.29;HATCH-2;;2014;September;1/27/2015;2/26/2015;56;64;64.17;-0.26;63.98;56;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1025;0;0;79480;4450.88;79210;5069.44;0;0;0;618.56;616.9758;1.6570744956;1.6613293423;270;0;0;0.72;0.72;0.45;735;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.99;0;0;0;0;3;11991.34;13.1482059364;1.2235028156;420;50-100;50-100;BAD;9/1/2014;178
REGION-2;SITE-3;274_100-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;2.29;2.75;HATCH-2;;2014;September;2/26/2015;3/30/2015;64;77;73.46;4.82;72.66;64;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1199;0;0;79210;5069.44;78870;6072.99;0;0;0;1003.55;661.2542;1.1947586069;1.8132209973;340;0;0;0.67;0.69;0.58;1199;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.97;0;0;0;0;3;12331.34;13.5210074764;1.209504316;479;50-100;50-100;GOOD;9/1/2014;210
REGION-2;SITE-4;501_83-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;7.6;5.16;HATCH-2;;2014;April;11/27/2014;12/22/2014;191.23;217;215.21;0.83;210.99;191.23;BLUELINE 5,0 mm;ΒLUE LINE;FEEDUS;2413;0;0;87915;16811.98545;52554;11404.218;0;6939.64;0;1531.87255;1216.02301;1.5751963177;1.984337451;220;0;0;-2.45;-3.3;0.51;1185;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;19.45;0;1;1;0;1;5638.26;9.6890204986;1.5467561375;487;150-200;200-250;GOOD;4/1/2014;265
REGION-2;SITE-4;501_83-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;5.16;5.35;HATCH-2;;2014;April;12/22/2014;12/31/2014;217;225.54;226.06;-0.23;220.51;217;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;851;0;0;52554;11404.218;52444;11828.21976;0;0;0;424.00176;160.20844;2.0070671405;5.3118300134;110;0;0;0.81;0.82;0.43;851;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.21;0;0;0;0;2;5748.26;9.8780490739;1.5559895179;180;200-250;200-250;BAD;4/1/2014;274
REGION-2;SITE-4;501_83-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;5.35;;HATCH-2;;2014;April;12/31/2014;1/21/2015;225.54;244;240.55;1.43;240.18;225.54;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;1487;0;0;52444;11828.21976;52199;12736.556;0;0;0;908.33624;708.93606;1.6370589816;2.0975093297;245;0;0;0.58;0.58;0.37;1487;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.4;0;0;0;0;2;5993.26;10.2990672643;1.5558807187;340;200-250;200-250;GOOD;4/1/2014;295
REGION-2;SITE-4;501_83-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;;;HATCH-2;;2014;April;1/21/2015;2/24/2015;244;254;259.36;-2.07;250.39;244;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;1652;0;0;52199;12736.556;51954;13196.316;0;0;0;459.76;272.20606;3.5931790499;6.0689317497;245;0;0;0.37;0.38;0.12;1652;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;15.24;0;0;0;0;3;6238.26;10.7200854547;1.6232915659;471;200-250;250-300;BAD;4/1/2014;329
REGION-2;SITE-3;274_107-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;3.23;3.42;HATCH-2;;2014;September;3/16/2015;3/30/2015;83.87;89;87.26;1.99;87.2;83.87;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;401;0;0;69585;5836.09395;69445;6180.605;0;0;0;344.51105;219.51005;1.1639684707;1.8267956296;140;0;0;0.48;0.48;0.42;401;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;15;0;0;1;0;1;11054.54;13.7324262971;1.101693663;210;50-100;50-100;GOOD;9/1/2014;210
